E3b,PV3b,SST3b,VIP3b,E1,PV1,SST1,VIP1,E2,PV2,SST2,E3,PV3,SST3,E4,PV4,SST4,E1S2,PV1S2,SST1S2,VIP1S2,E2S2,PV2S2,SST2S2,E3S2,PV3S2,SST3S2,E4S2,PV4S2,SST4S2,ThalE,ThalI,B,Ext
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.08866560638957816,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.005536133684863524,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0003647642679900745,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.013178156017369727,-0.0037825682382133996,-0.003213399503722085,-0.0005668424317617866,0.01412531017369727,-0.0002636476426799007,-0.0003349875930521092,0.0010189205955334988,-1.6904466501240695e-05,-0.0002442617866004963,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.006373769230769232,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.056056335297766754,-0.004438585607940447,-0.0013542183622828785,-0.000725031017369727,0.0012327543424317617,-0.00022410049627791565,-0.0002382133995037221,4.245502481389578e-05,-1.6904466501240695e-05,-0.00022797766749379649,9.98759305210918e-06,-8.684863523573201e-07,-6.141439205955335e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0003392307692307693,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.03186360111662531,-0.004061724565756824,-0.0,-0.003572425558312655,0.0005136476426799008,-0.00015818858560794045,-0.0003275434243176179,2.5473014888337465e-05,-1.6904466501240695e-05,-0.0003419665012406948,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.010490074441687345,-0.002875310173697271,-0.005313585607940447,-0.0008304900744416874,0.00015409429280397022,-0.00013182382133995036,-0.00012655086848635237,8.491004962779156e-06,-1.6904466501240695e-05,-9.770471464019851e-05,0.0,-1.7369727047146401e-06,-5.117866004962779e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0017046370967741936,-0.0004885235732009926,-0.0006771091811414393,-0.0009227667493796526,0.04042663771712159,-0.004930210918114144,-0.0014739454094292806,0.0005094602977667494,-0.0004733250620347394,-0.0008467741935483872,0.0,-1.7369727047146404e-05,-0.0002456575682382134,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.04026997518610423,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.004720533498759305,-0.00022332506203473945,-0.0002639578163771712,-0.000698666253101737,0.14407816377171215,-0.0037965260545905714,-0.0027022332506203475,0.0007641904466501241,-0.0004733250620347394,-0.0007653535980148882,9.987593052109181e-05,-2.6054590570719604e-05,-0.00018424317617866007,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.002066997518610422,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.004720533498759305,-0.0002512406947890819,-0.00027543424317617865,-0.0006459367245657568,0.024398263027295284,-0.004376550868486353,-1.69727047146402e-05,0.0007641904466501241,-0.0005409429280397023,-0.0007653535980148882,0.00019975186104218362,-1.7369727047146404e-05,-0.00023542183622828785,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0002918114143920596,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.011276830024813896,-0.0005862282878411911,-0.0010787841191066997,-0.0008173076923076924,0.013406203473945407,-0.001015043424317618,-0.00021498759305210916,0.013313895781637719,-0.006694168734491315,-0.0024589019851116623,0.0009987593052109183,-0.0001563275434243176,-0.0005220223325062034,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.017241495037220844,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0011145704094292805,-6.978908188585608e-05,-0.00012624069478908188,-0.0002504652605459057,0.002247208436724566,-0.0003954714640198511,-0.00017121588089330026,0.01681218982630273,-0.004158498759305212,-0.003924472704714641,0.00019975186104218362,-0.00011290322580645162,-0.00026612903225806453,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0017162766749379654,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0010490074441687346,-5.5831265508684863e-05,-0.00011476426799007444,-0.0002504652605459057,0.0024398263027295285,-0.0003954714640198511,-0.0001861042183622829,0.008703280086848637,-0.005257289081885856,-9.770471464019851e-05,0.00029962779156327544,-4.342431761786601e-05,-0.0003275434243176179,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-2.7915632754342432e-05,-3.442928039702233e-05,-0.00010545905707196031,0.002234367245657568,-0.00019773573200992554,-7.444168734491315e-05,0.0033964019851116627,-0.00032118486352357314,-0.00027683002481389583,0.0031460918114143924,-0.006878411910669976,-0.0015455955334987591,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.007047245657568238,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.00019668889578163773,-1.3957816377171218e-06,-2.295285359801489e-06,-2.6364764267990078e-05,0.0003210297766749379,-2.6364764267990078e-05,-3.722084367245658e-06,0.00271712158808933,-0.0,-4.8852357320099256e-05,0.07910173697270471,-0.0021364764267990076,-0.0024668114143920595,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00030640198511166253,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.00013112593052109182,-0.0,-2.295285359801489e-06,-1.3182382133995039e-05,0.0003210297766749379,-2.6364764267990078e-05,-2.9776674937965265e-06,0.0006368253722084367,-0.0,-3.2568238213399504e-05,0.010237282878411911,-0.005401985111662531,-6.141439205955335e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.013178156017369727,-0.0037825682382133996,-0.003213399503722085,-0.0005668424317617866,0.010593982630272954,-0.0002636476426799007,-0.0003349875930521092,0.0012736507444168735,-1.6904466501240695e-05,-0.0002442617866004963,0.0,-0.0,-0.0,0.0012747538461538464,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.056056335297766754,-0.004438585607940447,-0.0013542183622828785,-0.000725031017369727,0.0009245657568238213,-0.00022410049627791565,-0.0002382133995037221,5.306878101736973e-05,-1.6904466501240695e-05,-0.00022797766749379649,9.98759305210918e-06,-8.684863523573201e-07,-6.141439205955335e-05,6.784615384615386e-05,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.03186360111662531,-0.004061724565756824,-0.0,-0.003572425558312655,0.00038523573200992554,-0.00015818858560794045,-0.0003275434243176179,3.184126861042183e-05,-1.6904466501240695e-05,-0.0003419665012406948,0.0,-0.0,-0.0,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.010490074441687345,-0.002875310173697271,-0.005313585607940447,-0.0008304900744416874,0.00011557071960297766,-0.00013182382133995036,-0.00012655086848635237,1.0613756203473946e-05,-1.6904466501240695e-05,-9.770471464019851e-05,0.0,-1.7369727047146401e-06,-5.117866004962779e-05,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0017046370967741936,-0.0004885235732009926,-0.0006771091811414393,-0.0009227667493796526,0.030319978287841196,-0.004930210918114144,-0.0014739454094292806,0.0006368253722084367,-0.0004733250620347394,-0.0008467741935483872,0.0,-1.7369727047146404e-05,-0.0002456575682382134,0.008053995037220846,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.004720533498759305,-0.00022332506203473945,-0.0002639578163771712,-0.000698666253101737,0.1080586228287841,-0.0037965260545905714,-0.0027022332506203475,0.0009552380583126552,-0.0004733250620347394,-0.0007653535980148882,9.987593052109181e-05,-2.6054590570719604e-05,-0.00018424317617866007,0.00041339950372208445,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.004720533498759305,-0.0002512406947890819,-0.00027543424317617865,-0.0006459367245657568,0.018298697270471464,-0.004376550868486353,-1.69727047146402e-05,0.0009552380583126552,-0.0005409429280397023,-0.0007653535980148882,0.00019975186104218362,-1.7369727047146404e-05,-0.00023542183622828785,5.8362282878411926e-05,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.011276830024813896,-0.0005862282878411911,-0.0010787841191066997,-0.0008173076923076924,0.010054652605459055,-0.001015043424317618,-0.00021498759305210916,0.01664236972704715,-0.006694168734491315,-0.0024589019851116623,0.0009987593052109183,-0.0001563275434243176,-0.0005220223325062034,0.003448299007444169,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0011145704094292805,-6.978908188585608e-05,-0.00012624069478908188,-0.0002504652605459057,0.0016854063275434246,-0.0003954714640198511,-0.00017121588089330026,0.02101523728287841,-0.004158498759305212,-0.003924472704714641,0.00019975186104218362,-0.00011290322580645162,-0.00026612903225806453,0.00034325533498759316,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0010490074441687346,-5.5831265508684863e-05,-0.00011476426799007444,-0.0002504652605459057,0.0018298697270471463,-0.0003954714640198511,-0.0001861042183622829,0.010879100108560793,-0.005257289081885856,-9.770471464019851e-05,0.00029962779156327544,-4.342431761786601e-05,-0.0003275434243176179,0.0,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.7915632754342432e-05,-3.442928039702233e-05,-0.00010545905707196031,0.001675775434243176,-0.00019773573200992554,-7.444168734491315e-05,0.004245502481389578,-0.00032118486352357314,-0.00027683002481389583,0.0031460918114143924,-0.006878411910669976,-0.0015455955334987591,0.0014094491315136477,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00019668889578163773,-1.3957816377171218e-06,-2.295285359801489e-06,-2.6364764267990078e-05,0.00024077233250620347,-2.6364764267990078e-05,-3.722084367245658e-06,0.0033964019851116627,-0.0,-4.8852357320099256e-05,0.07910173697270471,-0.0021364764267990076,-0.0024668114143920595,6.12803970223325e-05,-0.0,0.00015508684863523573,0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00013112593052109182,-0.0,-2.295285359801489e-06,-1.3182382133995039e-05,0.00024077233250620347,-2.6364764267990078e-05,-2.9776674937965265e-06,0.0007960317152605459,-0.0,-3.2568238213399504e-05,0.010237282878411911,-0.005401985111662531,-6.141439205955335e-05,0.0,-0.0,0.00015508684863523573,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.00015508684863523573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
