PC,IIN,EIN
0.043915060268987484,0.16828423047882335,0.1696052048302823
0.04391636633596567,0.16828462527818772,0.16960679599417028
0.04391895246216385,0.1682854069835665,0.16960994654116193
0.04392279314811684,0.16828656783556692,0.16961462526021817
0.043927863389780324,0.16828810020648577,0.16962080149888356
0.043934138666060586,0.1682899965980834,0.16962844515238445
0.04394159492673298,0.16829224963939823,0.1696375266529781
0.04395020858073432,0.16829485208460115,0.16964801695954929
0.043959956484817445,0.1682977968108886,0.16965988754744377
0.04397081593255469,0.16830107681641382,0.16967311039853486
0.043982764643678306,0.16830468521825562,0.16968765799151564
0.043995780753746404,0.16830861525042323,0.1697035032924098
0.04400984280412349,0.16831286026189715,0.1697206197452968
0.044024929732264066,0.16831741371470493,0.16973898126324477
0.04404102086229009,0.16832226918203147,0.16975856221944496
0.044058095895851135,0.16832742034636222,0.16977933743854334
0.04407613490325868,0.16833286099765993,0.16980128218816348
0.04409511831488465,0.16833858503157342,0.1698243721706156
0.04411502691281544,0.16834458644767794,0.16984858351478754
0.04413584182275317,0.16835085934774596,0.16987389276821135
0.04415754450615544,0.16835739793404927,0.1699002768893028
0.04418011675260586,0.1683641965076896,0.1699277132397677
0.044203540672407664,0.16837124946695928,0.16995617957717174
0.044227798689393256,0.1683785513057298,0.16998565404766852
0.04425287353394165,0.16838609661186882,0.17001611517888332
0.044278748236198304,0.16839388006568423,0.17004754187294654
0.0443054061194895,0.16840189643839507,0.17007991339967474
0.0443328307939253,0.16841014059062906,0.17011320938989452
0.04436100615018554,0.16841860747094567,0.17014740982890636
0.04438991635348148,0.1684272921143848,0.1701824950500839
0.044419545837688826,0.16843618964104023,0.17021844572860612
0.04444987929964576,0.16844529525465685,0.17025524287531835
0.04448090169361065,0.1684546042412529,0.1702928678307206
0.04451259822587489,0.1684641119677648,0.17033130225907678
0.04454495434952489,0.16847381388071508,0.17037052814264575
0.04457795575934934,0.16848370550490316,0.1704105277760281
0.044611588386886884,0.16849378244211818,0.17045128376062768
0.0446458383956088,0.16850404036987315,0.17049277899922338
0.04468069217623422,0.1685144750401613,0.17053499669065147
0.0447161363421717,0.168525082278232,0.17057792032459182
0.04475215772508435,0.16853585798138868,0.17062153367645871
0.04478874337057452,0.16854679811780587,0.1706658208023925
0.04482588053398352,0.16855789872536636,0.1707107660343499
0.04486355667630378,0.16856915591051783,0.17075635397528968
0.044901759460199156,0.16858056584714842,0.17080256949445394
0.04494047674613006,0.16859212477548088,0.17084939772273955
0.044979696588580864,0.16860382900098575,0.17089682404815992
0.045019407232385275,0.16861567489331145,0.17094483411139488
0.045059597109147434,0.168627658885233,0.1709934138014246
0.04510025483375558,0.16863977747161796,0.17104254925124882
0.04514136920098545,0.16865202720840886,0.17109222683368602
0.04518292918219019,0.16866440471162353,0.17114243315725433
0.04522492392207478,0.1686769066563708,0.17119315506212784
0.0452673427355522,0.16868952977588267,0.17124437961617223
0.0453101751046782,0.16870227086056275,0.1712960941110517
0.04535341067566329,0.1687151267570503,0.17134828605841157
0.045397039255959046,0.168728094367299,0.17140094318613003
0.04544105081141565,0.16874117064767122,0.1714540534346406
0.0454854354635109,0.16875435260804728,0.17150760495332273
0.04553018348664546,0.1687676373109488,0.17156158609695812
0.045575285305504726,0.16878102187067684,0.17161598542225318
0.04562073149248417,0.1687945034524634,0.17167079168442495
0.045666512765176547,0.16880807927163752,0.17172599383384893
0.045712619983919,0.1688217465928043,0.17178158101276858
0.04575904414939846,0.1688355027290379,0.17183754255206418
0.04580577640031357,0.16884934504108684,0.17189386796808032
0.04585280801109085,0.1688632709365927,0.17195054695951012
0.04590013038965475,0.16887727786932158,0.17200756940433637
0.04594773507524887,0.16889136333840762,0.17206492535682633
0.045995613736306784,0.16890552488760902,0.17212260504458127
0.04604375816837244,0.16891976010457574,0.17218059886563813
0.04609216029206662,0.16893406662012989,0.17223889738562217
0.04614081215110001,0.16894844210755638,0.17229749133495098
0.04618970591033001,0.16896288428190642,0.1723563716060873
0.04623883385386098,0.1689773908993113,0.1724155292508398
0.04628818838318653,0.16899195975630715,0.17247495547771247
0.046337762015371826,0.16900658868917176,0.1725346416492992
0.04638754738127617,0.16902127557327046,0.1725945792797242
0.04643753722381314,0.16903601832241372,0.17265476003212787
0.04648772439624849,0.16905081488822454,0.17271517571619455
0.04653810186053386,0.16906566325951616,0.17277581828572502
0.046588662685676,0.16908056146167963,0.17283667983624978
0.04663940004613957,0.16909550755608138,0.17289775260268372
0.0466903072202836,0.1691104996394704,0.1729590289570211
0.046741377588830055,0.16912553584339457,0.17302050140607078
0.04679260463336309,0.16914061433362743,0.1730821625892286
0.04684398193485966,0.16915573330960246,0.17314400527628981
0.04689550317224935,0.16917089100385804,0.1732060223652971
0.04694716212100227,0.1691860856814904,0.17326820688042643
0.04699895265174613,0.16920131563961552,0.1733305519699076
0.0470508687289093,0.16921657920683936,0.1733930509039813
0.047102904409391064,0.1692318747427377,0.1734556970728896
0.04715505384125711,0.16924720063734258,0.17351848398490075
0.04720731126246018,0.16926255531063839,0.17358140526436727
0.047259670999585134,0.16927793721206527,0.17364445464981693
0.04731212746661732,0.169293344820031,0.1737076259920749
0.04736467516373405,0.1693087766414299,0.17377091325241834
0.04741730867611855,0.16932423121117027,0.1738343105007606
0.04747002267279577,0.1693397070917089,0.17389781191386738
0.04752281190548886,0.16935520287259315,0.1739614117736009
0.04757567120749695,0.16937071717001018,0.1740251044651943
0.04762859549259235,0.16938624862634413,0.17408888447555443
0.0476815797539378,0.16940179590973914,0.17415274639159237
0.04773461906302224,0.16941735771367028,0.17421668489858225
0.0477877085686158,0.16943293275652146,0.1742806947785466
0.047840843495741796,0.16944851978116915,0.17434477090866876
