E1,E2,E3,E4
0.00010747993799886034,0.00013493862188834125,0.0001921748981722646,5.469469616702023e-06
0.00010866617958832809,0.00013642810482843455,0.00019429558981096324,5.529320166895007e-06
0.00010984490696268407,0.00013790815877699238,0.0001964028375506037,5.588774528295417e-06
0.00011101605184661524,0.0001393786979884736,0.0001984965193651057,5.647829305510516e-06
0.00011217955026163375,0.0001408396421103212,0.00020057652091381317,5.706481326224598e-06
0.00011333534240116029,0.00014229091602618047,0.00020264273531805588,5.764727634704912e-06
0.00011448337250861637,0.00014373244970289467,0.00020469506294309295,5.822565485462186e-06
0.00011562358875845922,0.00014516417804119424,0.00020673341118531793,5.879992337062386e-06
0.00011675594314009363,0.00014658604072999773,0.00020875769426460957,5.937005846086426e-06
0.0001178803913445971,0.00014799798210424398,0.00021076783302171348,5.993603861234628e-06
0.00011899689265419574,0.00014939995100617746,0.00021276375472054337,6.0497844175727685e-06
0.00012010540983442948,0.0001507919006500092,0.00021474539285529202,6.105545730916631e-06
0.00012120590902894698,0.00015217378848987883,0.00021671268696224496,6.1608861923520485e-06
0.00012229835965687136,0.00015354557609104365,0.00021866558243619231,6.215804362887472e-06
0.00012338273431267938,0.0001549072290042225,0.00022060403035133568,6.270298968236169e-06
0.0001244590086685381,0.00015625871664302457,0.00022252798728658994,6.3243688937252166e-06
0.0001255271613790437,0.0001576000121643933,0.00022443741515518174,6.378013179328504e-06
0.00012658717398830895,0.00015893109235199846,0.00022633228103844828,6.431231014821032e-06
0.0001276390308393464,0.00016025193750250977,0.00022821255702374217,6.4840217350518366e-06
0.00012868271898569623,0.00016156253131468785,0.00023007822004635054,6.5363848153329274e-06
0.00012971822810524747,0.00016286286078122868,0.000231929251735338,6.588319866941691e-06
0.00013074555041620416,0.00016415291608329997,0.00023376563826322502,6.639826632734248e-06
0.0001317646805951476,0.00016543269048770857,0.0002355873701994157,6.690904982867318e-06
0.00013277561569714742,0.00016670218024663963,0.00023739444236729032,6.74155491062619e-06
0.00013377835507787545,0.0001679613844999095,0.00023918685370487964,6.791776528356454e-06
0.00013477290031767687,0.00016921030517967535,0.00024096460712904038,6.841570063497179e-06
0.00013575925514755464,0.00017044894691754597,0.00024272770940305267,6.8909358547133e-06
0.00013673742537702346,0.00017167731695403947,0.00024447617100756145,6.939874348124999e-06
0.00013770741882379112,0.00017289542505033448,0.0002462100060147866,6.988386093631916e-06
0.00013866924524522567,0.00017410328340226256,0.0002479292319659272,7.036471741330086e-06
0.00013962291627156781,0.00017530090655649115,0.0002496338697516872,7.084132038019522e-06
0.00014056844534084855,0.00017648831132884702,0.000251323943495852,7.1313678238004155e-06
0.00014150584763547355,0.00017766551672473125,0.0002529994804418456,7.17818002875598e-06
0.000142435140020436,0.0001788325438615783,0.00025466051084220077,7.224569669719982e-06
