E1,E2,E3,E4,P1,P2,P3,P4,S1,S2,S3,S4,V1,V2,V3,V4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315,0.022327000569599315
0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863,0.48308932324494863
1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068,1.8561192770972068
3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754,3.978050290268754
6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576,6.692926714942576
9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473,9.868587086705473
13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679,13.395008922438679
17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752,17.17609702820752
21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135,21.128793757640135
25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902,25.18521183756902
29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994,29.293889072398994
33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175,33.40970317390175
37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229,37.49298452118229
41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531,41.50951328151531
45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244,45.432190596391244
49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754,49.245582842455754
52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504,52.93788856796504
56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805,56.49863696040805
59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714,59.918687846506714
63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804,63.190231692215804
66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076,66.30734968450076
69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464,69.27066082199464
72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014,72.08375380893014
74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014,74.74998495576014
77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579,77.27246879426579
