E1,E2,E3,E4,P1,P2,P3,P4,S1,S2,S3
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
-0.00020041695,-0.0001137,0.00027012953,-8.347883e-06,0.0015466916,0.00034666908,-4.4375563e-05,0.001957342,0.0008250976,0.00042444226,0.00011415317
