E1,E2,E3,E4,P1,P2,P3,P4
6.625994232636554e-05,9.209995990708152e-05,0.00012440922905878425,-7.214194699471567e-06,0.0009260129615279886,0.0006116289529400544,0.0002893278127500395,0.0007533696628827056
6.738042338213268e-05,9.359007721154865e-05,0.00012647778452056903,-7.255295431726362e-06,0.0009404166195931584,0.0006213618021547569,0.00029417840212011425,0.0007651091690316161
6.849816398403022e-05,9.507548045623376e-05,0.00012854084847189302,-7.294997662362206e-06,0.0009547649066792883,0.00063106132545458,0.00029901688663036964,0.0007768032153209856
6.961296957305772e-05,9.655595354859024e-05,0.00013059808613447943,-7.333345296617779e-06,0.0009690561106522531,0.0006407262200440152,0.0003038424601906285,0.0007884503664857514
7.072465073112489e-05,9.803128591838932e-05,0.00013264917141368016,-7.370380857570473e-06,0.0009832885612409525,0.0006503552157736733,0.00030865433764989183,0.0008000492229653047
7.183302318105136e-05,9.950127251772e-05,0.00013469378689847557,-7.406145486136396e-06,0.0009974606300373057,0.0006599470751402861,0.00031345175479633813,0.0008115984209034868
7.293790778656689e-05,0.00010096571382098895,0.00013673162386147465,-7.440678941070371e-06,0.001011570730496257,0.0006695005932867064,0.0003182339683573242,0.0008230966321485935
7.403913055231127e-05,0.00010242441582492074,0.0001387623822589149,-7.4740195989659344e-06,0.0010256173179357731,0.0006790145980019076,0.00032300025599938455,0.0008345425642533716
7.513652262383419e-05,0.00010387719004855748,0.00014078577073066252,-7.506204454255339e-06,0.0010395988895368412,0.0006884879497209826,0.000327749916328232,0.0008459349604750204
7.622992028759558e-05,0.00010532385353325926,0.00014280150660021205,-7.53726911920955e-06,0.0010535139843434735,0.0006979195415251466,0.0003324822688887569,0.0008572725997751914
7.731916497096526e-05,0.00010676422884270379,0.0001448093158746869,-7.567247823938254e-06,0.0010673611832627036,0.0007073082991417344,0.00033719665416502776,0.0008685542968199892
