E1,E2,E3,E4
0.0002266825342420027,0.0002847036714561627,0.00040512408143795705,1.1232872684070724e-05
0.0002266829866518366,0.00028470424368210286,0.0004051248822651222,1.1232884047553729e-05
0.00022668343614556485,0.0002847048122422834,0.00040512567788383034,1.1232895274438172e-05
0.000226683882718344,0.0002847053771303441,0.00040512646828598693,1.1232906365263172e-05
0.00022668432636237232,0.0002847059383361776,0.0004051272534582705,1.1232917320508426e-05
0.00022668476706688972,0.00028470649584592966,0.000405128033382132,1.1232928140594219e-05
0.00022668520481817765,0.0002847070496419988,0.0004051288080337951,1.123293882588141e-05
0.00022668563959955937,0.0002847075997030367,0.0004051295773842559,1.1232949376671445e-05
0.00022668607139139963,0.00028470814600394786,0.00040513034139928343,1.1232959793206343e-05
0.00022668650017110487,0.0002847086885158899,0.0004051311000394192,1.1232970075668711e-05
0.00022668692591312311,0.00028470922720627323,0.00040513185325997747,1.1232980224181733e-05
0.0002266873485889441,0.00028470976203876137,0.00040513260101104496,1.1232990238809176e-05
0.00022668776816709926,0.00028471029297327073,0.00040513334323748115,1.1233000119555384e-05
0.0002266881846131614,0.00028471081996597064,0.0004051340798789181,1.1233009866365285e-05
0.00022668859788974526,0.0002847113429692836,0.00040513481086976063,1.123301947912439e-05
0.000226689007956507,0.0002847118619318849,0.000405135536139186,1.1233028957658781e-05
0.00022668941477014463,0.0002847123767987028,0.00040513625561114434,1.1233038301735135e-05
0.00022668981828439754,0.00028471288751091855,0.00040513696920435816,1.1233047511060697e-05
0.000226690218450047,0.00028471339400596644,0.0004051376768323229,1.1233056585283302e-05
0.0002266906152149157,0.0002847138962175337,0.0004051383784033064,1.123306552399136e-05
0.00022669100852386814,0.00028471439407556036,0.0004051390738203492,1.123307432671386e-05
0.0002266913983188104,0.00028471488750623976,0.00040513976298126454,1.1233082992920381e-05
0.0002266917845386901,0.0002847153764320178,0.0004051404457786383,1.1233091522021075e-05
0.0002266921671194967,0.0002847158607715936,0.00040514112209982887,1.1233099913366677e-05
0.00022669254599426108,0.0002847163404399193,0.00040514179182696747,1.1233108166248503e-05
0.00022669292109305588,0.00028471681534819983,0.00040514245483695786,1.1233116279898447e-05
0.00022669329234299539,0.00028471728540389315,0.00040514311100147625,1.1233124253488989e-05
0.0002266936596682354,0.0002847177505107102,0.00040514376018697186,1.1233132086133186e-05
0.00022669402298997355,0.0002847182105686149,0.0004051444022546664,1.1233139776884676e-05
0.0002266943822264489,0.0002847186654738241,0.000405145037060554,1.1233147324737681e-05
0.0002266947372929423,0.00028471911511880767,0.0004051456644554017,1.1233154728626998e-05
0.00022669508810177618,0.00028471955939228836,0.00040514628428474917,1.123316198742801e-05
0.00022669543456231458,0.000284719998179242,0.0004051468963889085,1.1233169099956679e-05
0.00022669577658096323,0.00028472043136089733,0.0004051475006029647,1.1233176064969545e-05
0.00022669611406116947,0.00028472085881473604,0.00040514809675677515,1.1233182881163735e-05
0.00022669644690342223,0.0002847212804144928,0.00040514868467497,1.1233189547176951e-05
0.00022669677500525217,0.00028472169603015516,0.0004051492641769521,1.1233196061587478e-05
0.0002266970982612315,0.00028472210552796387,0.00040514983507689684,1.1233202422914182e-05
0.00022669741656297415,0.00028472250877041247,0.0004051503971837523,1.123320862961651e-05
0.0002266977297991356,0.0002847229056162474,0.0004051509503012392,1.1233214680094488e-05
0.00022669803785541304,0.00028472329592046827,0.0004051514942278508,1.1233220572688724e-05
0.00022669834061454525,0.00028472367953432753,0.00040515202875685306,1.1233226305680407e-05
0.00022669863795631267,0.0002847240563053306,0.00040515255367628466,1.1233231877291308e-05
0.00022669892975753732,0.000284724426077236,0.0004051530687689569,1.1233237285683775e-05
0.00022669921589208298,0.00028472478869005487,0.00040515357381245355,1.123324252896074e-05
0.00022669949623085493,0.0002847251439800518,0.0004051540685791312,1.1233247605165714e-05
0.00022669977064180018,0.000284725491779744,0.000405154552836119,1.123325251228279e-05
0.00022670003898990726,0.00028472583191790164,0.00040515502634531886,1.1233257248236643e-05
0.00022670030113720651,0.00028472616421954813,0.0004051554888634051,1.1233261810892526e-05
0.00022670055694276982,0.00028472648850595954,0.0004051559401418248,1.1233266198056273e-05
0.00022670080626271066,0.0002847268045946652,0.00040515637992679775,1.1233270407474299e-05
0.00022670104895018418,0.00028472711229944717,0.0004051568079593163,1.1233274436833604e-05
0.00022670128485538719,0.0002847274114303405,0.0004051572239751454,1.1233278283761761e-05
0.00022670151382555813,0.00028472770179363343,0.0004051576277048228,1.1233281945826931e-05
0.00022670173570497708,0.0002847279831918668,0.00040515801887365863,1.123328542053785e-05
0.00022670195033496572,0.0002847282554238348,0.0004051583972017359,1.123328870534384e-05
0.00022670215755388738,0.00028472851828458435,0.00040515876240391016,1.12332917976348e-05
0.00022670235719714698,0.00028472877156541533,0.00040515911418980956,1.1233294694741212e-05
0.00022670254909719126,0.0002847290150538807,0.000405159452263835,1.1233297393934137e-05
0.0002267027330835084,0.0002847292485337864,0.0004051597763251598,1.1233299892425216e-05
0.00022670290898262827,0.0002847294717851912,0.00040516008606773026,1.1233302187366675e-05
0.00022670307661812238,0.0002847296845844069,0.00040516038118026504,1.1233304275851316e-05
0.00022670323581060393,0.0002847298867039984,0.00040516066134625554,1.1233306154912527e-05
0.0002267033863777277,0.00028473007791278334,0.0004051609262439657,1.123330782152427e-05
0.00022670352813419005,0.00028473025797583245,0.0004051611755464323,1.1233309272601094e-05
0.00022670366089172917,0.0002847304266544694,0.00040516140892146463,1.1233310504998123e-05
0.0002267037844591247,0.0002847305837062709,0.0004051616260316445,1.1233311515511068e-05
0.0002267038986421979,0.0002847307288850665,0.0004051618265343266,1.1233312300876217e-05
0.00022670400324381187,0.00028473086194093884,0.00040516201008163825,1.123331285777044e-05
0.00022670409806387114,0.0002847309826202234,0.0004051621763204791,1.1233313182811184e-05
0.00022670418289932198,0.0002847310906655087,0.0004051623248925217,1.1233313272556483e-05
0.00022670425754415225,0.00028473118581563635,0.0004051624554342113,1.123331312350495e-05
0.0002267043217893915,0.00028473126780570067,0.0004051625675767655,1.1233312732095775e-05
0.0002267043754231109,0.0002847313363670491,0.00040516266094617483,1.1233312094708732e-05
0.0002267044182304232,0.0002847313912272821,0.0004051627351632024,1.1233311207664174e-05
0.0002267044499934829,0.00028473143211025294,0.0004051627898433837,1.1233310067223037e-05
0.00022670447049148593,0.00028473145873606794,0.00040516282459702714,1.1233308669586838e-05
0.00022670447950067006,0.0002847314708210864,0.00040516283902921376,1.123330701089767e-05
0.00022670447679431469,0.00028473146807792064,0.0004051628327397971,1.1233305087238215e-05
0.00022670446214274068,0.00028473145021543577,0.0004051628053234034,1.1233302894631727e-05
0.00022670443531331072,0.00028473141693875005,0.00040516275636943153,1.1233300429042044e-05
0.00022670439607042905,0.0002847313679492346,0.0004051626854620531,1.1233297686373589e-05
0.0002267043441755415,0.00028473130294451353,0.00040516259218021213,1.123329466247136e-05
0.00022670427938713562,0.00028473122161846396,0.0004051624760976255,1.1233291353120938e-05
0.00022670420146074058,0.00028473112366121596,0.00040516233678278263,1.1233287754048485e-05
0.00022670411014892713,0.0002847310087591525,0.0004051621737989456,1.1233283860920745e-05
0.00022670400520130774,0.0002847308765949096,0.00040516198670414907,1.123327966934504e-05
0.00022670388636453643,0.0002847307268473762,0.00040516177505120043,1.1233275174869272e-05
0.00022670375338230893,0.0002847305591916942,0.0004051615383876797,1.123327037298193e-05
0.00022670360599536256,0.0002847303732992586,0.0004051612762559396,1.1233265259112077e-05
0.00022670344456960303,0.0002847301696351747,0.00040516098929980517,1.1233259835842586e-05
0.0002267032737609644,0.0002847299541093487,0.0004051606857247965,1.123325415996953e-05
0.0002267030951076046,0.0002847297286704926,0.0004051603682483743,1.1233248260823378e-05
0.00022670290926130385,0.0002847294941418217,0.0004051600380265806,1.1233242158036173e-05
0.00022670271686152588,0.00028472925133099633,0.00040515969619360915,1.1233235870866466e-05
0.00022670251853541755,0.0002847290010301211,0.00040515934386180577,1.1233229418199335e-05
0.00022670231489780923,0.00028472874401574565,0.0004051589821216686,1.1233222818546373e-05
0.00022670210655121448,0.00028472848104886403,0.00040515861204184724,1.123321609004569e-05
0.00022670189408583022,0.00028472821287491517,0.00040515823466914374,1.1233209250461917e-05
0.00022670167807953674,0.00028472794022378243,0.000405157851028512,1.12332023171862e-05
0.00022670145909789766,0.000284727663809794,0.00040515746212305804,1.1233195307236205e-05
0.00022670123769415992,0.0002847273843317227,0.00040515706893403975,1.1233188237256112e-05
0.00022670101440925373,0.00028472710247278603,0.00040515667242086714,1.1233181123516625e-05
0.0002267007897717927,0.0002847268189006461,0.00040515627352110214,1.1233173981914962e-05
0.00022670056429807374,0.0002847265342674096,0.00040515587315045876,1.123316682797486e-05
0.00022670033849207712,0.00028472624920962815,0.00040515547220280304,1.1233159676846575e-05
0.0002267001128454664,0.0002847259643482978,0.00040515507155015293,1.1233152543306878e-05
0.00022669988783758846,0.0002847256802888594,0.00040515467204267863,1.1233145441759062e-05
0.0002266996639354735,0.00028472539762119844,0.00040515427450870203,1.1233138386232936e-05
0.0002266994415938352,0.0002847251169196449,0.00040515387975469726,1.1233131390384828e-05
0.00022669922125507033,0.0002847248387429737,0.0004051534885652904,1.123312446749758e-05
0.00022669900334925918,0.0002847245636344042,0.00040515310170325953,1.1233117630480557e-05
0.00022669878829416524,0.0002847242921216006,0.00040515271990953475,1.1233110891869642e-05
0.00022669857649523545,0.0002847240247166716,0.0004051523439031982,1.1233104263827231e-05
0.00022669836834559996,0.0002847237619161708,0.000405151974381484,1.1233097758142245e-05
0.0002266981642260723,0.00028472350420109615,0.00040515161201977836,1.1233091386230113e-05
0.0002266979645051494,0.00028472325203689045,0.0004051512574716194,1.1233085159132795e-05
0.0002266977695390114,0.0002847230058734412,0.00040515091136869715,1.1233079087518758e-05
0.00022669757967152187,0.0002847227661450805,0.00040515057432085407,1.1233073181682994e-05
0.00022669739523422755,0.00028472253327058503,0.00040515024691608416,1.1233067451547007e-05
0.00022669721654635874,0.0002847223076531763,0.00040514992972053373,1.1233061906658825e-05
0.0002266970439148289,0.00028472208968052044,0.0004051496232785009,1.123305655619299e-05
0.00022669687763423484,0.0002847218797247282,0.0004051493281124361,1.1233051408950563e-05
0.0002266967179868568,0.00028472167814235503,0.0004051490447229414,1.1233046473359123e-05
0.00022669656524265815,0.0002847214852744009,0.00040514877358877114,1.123304175747277e-05
0.00022669641965928586,0.00028472130144631066,0.00040514851516683164,1.1233037268972116e-05
0.00022669628148207002,0.00028472112696797366,0.0004051482698921811,1.1233033015164296e-05
0.00022669615094402407,0.0002847209621337241,0.00040514803817803,1.123302900298296e-05
0.00022669602826584488,0.0002847208072223407,0.0004051478204157405,1.123302523898828e-05
0.00022669591365591255,0.00028472066249704683,0.0004051476169748271,1.1233021729366942e-05
0.00022669580731029062,0.0002847205282055106,0.00040514742820295596,1.123301847993215e-05
0.00022669570941272579,0.00028472040457984475,0.00040514725442594555,1.1233015496123628e-05
0.00022669562013464823,0.00028472029183660666,0.00040514709594776624,1.1233012783007618e-05
0.00022669553963517144,0.0002847201901767985,0.00040514695305054045,1.1233010345276879e-05
0.00022669546806109215,0.0002847200997858669,0.0004051468259945425,1.1233008187250688e-05
0.00022669540554689046,0.0002847200208337033,0.00040514671501819895,1.1233006312874842e-05
0.00022669535221472989,0.00028471995347464376,0.0004051466203380881,1.1233004725721653e-05
0.00022669530817445716,0.00028471989784746907,0.00040514654214894043,1.1233003428989952e-05
0.00022669527352360238,0.00028471985407540454,0.0004051464806236385,1.123300242550509e-05
0.00022669524834737897,0.00028471982226612033,0.00040514643591321666,1.1233001717718933e-05
0.00022669523271868366,0.00028471980251173107,0.00040514640814686147,1.1233001307709868e-05
0.0002266952266980966,0.0002847197948887962,0.00040514639743191133,1.1233001197182797e-05
0.00022669523033388124,0.00028471979945831976,0.00040514640385385693,1.1233001387469142e-05
0.0002266952436619842,0.00028471981626575053,0.0004051464274763406,1.123300187952684e-05
0.00022669526670603566,0.0002847198453409818,0.0004051464683411571,1.1233002673940355e-05
0.00022669529947734896,0.0002847198866983517,0.0004051465264682528,1.1233003770920656e-05
0.00022669534197492089,0.0002847199403366428,0.0004051466018557264,1.123300517030524e-05
0.00022669539418543146,0.00028472000623908273,0.00040514669447982835,1.1233006871558116e-05
0.0002266954560832441,0.0002847200843733433,0.0004051468042949613,1.1233008873769816e-05
0.00022669552763040552,0.00028472017469154137,0.00040514693123367996,1.1233011175657387e-05
0.00022669560877664575,0.00028472027713023816,0.0004051470752066908,1.1233013775564393e-05
0.00022669569945937818,0.0002847203916104399,0.00040514723610285267,1.123301667146092e-05
0.00022669579960369953,0.00028472051803759717,0.000405147413789176,1.1233019860943565e-05
0.00022669590912238985,0.0002847206563016053,0.00040514760811082354,1.1233023341235455e-05
0.00022669602791591245,0.00028472080627680446,0.00040514781889111,1.1233027109186221e-05
0.00022669615587241407,0.00028472096782197916,0.00040514804593150207,1.1233031161272021e-05
0.00022669629286772473,0.000284721140780359,0.00040514828901161843,1.1233035493595529e-05
0.00022669643876535776,0.0002847213249796177,0.0004051485478892298,1.1233040101885936e-05
0.00022669659341650986,0.0002847215202318742,0.0004051488223002589,1.1233044981498953e-05
0.00022669675666006105,0.0002847217263336918,0.00040514911195878046,1.1233050127416804e-05
0.00022669692832257463,0.0002847219430660785,0.00040514941655702135,1.1233055534248238e-05
0.0002266971082182973,0.0002847221701944869,0.00040514973576536025,1.1233061196228519e-05
0.00022669729614915903,0.0002847224074688145,0.00040515006923232794,1.1233067107219427e-05
0.0002266974919047732,0.0002847226546234032,0.00040515041658460726,1.1233073260709262e-05
0.00022669769526243642,0.00028472291137703965,0.0004051507774270331,1.1233079649812842e-05
0.00022669790598712868,0.00028472317743295534,0.00040515115134259213,1.1233086267271502e-05
0.0002266981238315133,0.0002847234524788261,0.0004051515378924233,1.1233093105453097e-05
0.0002266983485359369,0.00028472373618677275,0.00040515193661581737,1.1233100156351997e-05
0.00022669857982842952,0.00028472402821336056,0.0004051523470302173,1.1233107411589093e-05
0.00022669881742470437,0.00028472432819959953,0.000405152768631218,1.1233114862411792e-05
0.00022669906102815813,0.00028472463577094433,0.0004051532008925663,1.123312249969402e-05
0.00022669931032987076,0.00028472495053729425,0.00040515364326616115,1.1233130313936222e-05
0.00022669956500860551,0.00028472527209299337,0.00040515409518205345,1.1233138295265358e-05
0.00022669982473080908,0.00028472560001683027,0.00040515455604844613,1.123314643343491e-05
0.00022670008915061135,0.0002847259338720383,0.0004051550252516942,1.1233154717824873e-05
0.00022670035790982556,0.00028472627320629543,0.00040515550215630453,1.1233163137441763e-05
0.00022670063063794836,0.0002847266175517244,0.0004051559861049362,1.1233171680918617e-05
0.00022670090695215973,0.0002847269664248924,0.0004051564764184001,1.1233180336514983e-05
0.00022670118645732283,0.00028472731932681144,0.00040515697239565927,1.1233189092116933e-05
0.00022670146874598435,0.00028472767574293825,0.0004051574733138288,1.1233197935237056e-05
0.00022670175339837412,0.00028472803514317406,0.0004051579784281757,1.1233206853014454e-05
0.00022670203998240545,0.00028472839698186485,0.00040515848697211896,1.1233215832214755e-05
0.0002267023280536749,0.00028472876069780134,0.00040515899815722964,1.1233224859230098e-05
0.00022670261715546238,0.0002847291257142187,0.0004051595111732309,1.1233233920079144e-05
0.00022670290681873107,0.000284729491438797,0.00040516002518799774,1.123324300040707e-05
0.00022670319656212763,0.0002847298572636609,0.0004051605393475574,1.1233252085485574e-05
0.0002267034858919819,0.00028473022256537956,0.0004051610527760888,1.1233261160212866e-05
0.0002267037743023071,0.0002847305867049671,0.0004051615645759232,1.1233270209113682e-05
0.00022670406127479979,0.000284730949027882,0.00040516207382754367,1.1233279216339271e-05
0.00022670434627883985,0.00028473130886402765,0.0004051625795895854,1.1233288165667402e-05
0.0002267046287714905,0.000284731665527752,0.00040516308089883564,1.1233297040502356e-05
0.00022670490819749826,0.0002847320183178476,0.0004051635767702335,1.1233305823874941e-05
0.00022670518398929302,0.0002847323665175519,0.0004051640661968701,1.123331449844248e-05
0.00022670545556698795,0.00028473270939454663,0.00040516454814998874,1.123332304648881e-05
0.00022670572233837957,0.00028473304620095855,0.00040516502157898467,1.123333144992429e-05
0.0002267059836989478,0.00028473337617335886,0.00040516548541140506,1.1233339690285797e-05
0.00022670623903185574,0.00028473369853276355,0.00040516593855294925,1.1233347748736723e-05
0.00022670648770794995,0.0002847340124846333,0.0004051663798874684,1.1233355606066982e-05
0.00022670672908576024,0.0002847343172188732,0.00040516680827696586,1.1233363242693004e-05
0.00022670696251149983,0.0002847346119098334,0.0004051672225615969,1.1233370638657736e-05
0.00022670718731906516,0.00028473489571630834,0.00040516762155966887,1.1233377773630643e-05
0.0002267074028300361,0.00028473516778153735,0.000405168004067641,1.1233384626907712e-05
0.0002267076083536758,0.00028473542723320437,0.00040516836886012465,1.1233391177411442e-05
0.00022670780318693074,0.00028473567318343797,0.00040516871468988325,1.1233397403690856e-05
0.0002267079866144307,0.0002847359047288114,0.000405169040287832,1.1233403283921491e-05
0.00022670815790848894,0.00028473612095034263,0.00040516934436303845,1.1233408795905402e-05
0.0002267083163291018,0.0002847363209134942,0.00040516962560272195,1.1233413917071165e-05
0.00022670846112394914,0.0002847365036681734,0.0004051698826722539,1.1233418624473869e-05
0.00022670859152839414,0.0002847366682487322,0.00040517011421515757,1.1233422894795128e-05
0.00022670870676548316,0.0002847368136739671,0.0004051703188531086,1.1233426704343067e-05
0.00022670880604594602,0.0002847369389471193,0.00040517049518593425,1.1233430029052334e-05
0.0002267088885681959,0.0002847370430558748,0.0004051706417916141,1.1233432844484094e-05
0.00022670895351832918,0.00028473712497236424,0.0004051707572262796,1.1233435125826027e-05
0.0002267090000701257,0.00028473718365316274,0.0004051708400242142,1.1233436847892332e-05
0.0002267090273850485,0.00028473721803929026,0.0004051708886978534,1.1233437985123732e-05
0.00022670903461224402,0.0002847372270562113,0.00040517090173778476,1.1233438511587458e-05
0.00022670902088854208,0.0002847372096138352,0.00040517087761274777,1.1233438400977268e-05
0.00022670898533845574,0.0002847371646065159,0.000405170814769634,1.1233437626613432e-05
0.0002267089270741814,0.00028473709091305174,0.00040517071163348695,1.1233436161442742e-05
0.00022670885140079204,0.0002847369952313954,0.00040517057761994677,1.1233434171982247e-05
0.0002267087732549356,0.0002847368964207748,0.00040517043923695627,1.123343212470336e-05
0.00022670869350176843,0.00028473679557405255,0.0004051702980186559,1.123343004526129e-05
0.00022670861230703694,0.00028473669290101115,0.0004051701542579359,1.1233427937454103e-05
0.00022670852983328705,0.0002847365886073831,0.0004051700082420301,1.1233425805005671e-05
0.00022670844623986429,0.00028473648289485014,0.0004051698602525161,1.1233423651565676e-05
0.0002267083616829137,0.00028473637596104393,0.00040516971056531496,1.1233421480709616e-05
0.00022670827631538013,0.00028473626799954536,0.0004051695594506916,1.1233419295938792e-05
0.00022670819028700777,0.00028473615919988527,0.0004051694071732545,1.1233417100680321e-05
0.0002267081037443405,0.0002847360497475439,0.00040516925399195576,1.1233414898287128e-05
0.00022670801683072176,0.0002847359398239512,0.0004051691001600913,1.1233412692037949e-05
0.00022670792968629457,0.0002847358296064865,0.0004051689459253005,1.123341048513733e-05
0.0002267078424480016,0.00028473571926847913,0.0004051687915295666,1.1233408280715626e-05
0.00022670775524958497,0.0002847356089792076,0.0004051686372092163,1.1233406081829008e-05
0.0002267076682215865,0.0002847354989039002,0.0004051684831949201,1.123340389145945e-05
0.00022670758149134757,0.00028473538920373493,0.0004051683297116921,1.1233401712514743e-05
0.00022670749518300908,0.0002847352800358392,0.00040516817697889006,1.1233399547828481e-05
0.0002267074094175116,0.00028473517155329006,0.00040516802521021545,1.1233397400160077e-05
0.0002267073243125952,0.0002847350639051142,0.00040516787461371344,1.1233395272194749e-05
0.00022670723998279962,0.000284734957236288,0.0004051677253917726,1.1233393166543526e-05
0.0002267071565394641,0.00028473485168773724,0.00040516757774112556,1.1233391085743246e-05
0.00022670707409072751,0.00028473474739633745,0.0004051674318528482,1.1233389032256564e-05
0.00022670699274152827,0.00028473464449491374,0.0004051672879123604,1.1233387008471938e-05
0.0002267069125936045,0.00028473454311224065,0.0004051671460994254,1.123338501670364e-05
0.00022670683374549367,0.00028473444337304263,0.0004051670065881505,1.123338305919175e-05
0.00022670675629253307,0.00028473434539799344,0.00040516686954698616,1.1233381138102162e-05
0.00022670668032685943,0.0002847342493037166,0.0004051667351387269,1.1233379255526578e-05
0.00022670660593740913,0.00028473415520278517,0.00040516660352051074,1.123337741348251e-05
0.00022670653320991808,0.0002847340632037218,0.0004051664748438193,1.1233375613913283e-05
0.00022670646222692185,0.00028473397341099885,0.00040516634925447803,1.123337385868803e-05
0.0002267063930677555,0.0002847338859250381,0.0004051662268926559,1.1233372149601695e-05
0.00022670632580855377,0.000284733800842211,0.0004051661078928656,1.1233370488375033e-05
0.00022670626052225087,0.00028473371825483876,0.0004051659923839634,1.1233368876654607e-05
0.00022670619727858067,0.0002847336382511919,0.0004051658804891494,1.1233367316012795e-05
0.0002267061361440766,0.0002847335609154907,0.00040516577232596715,1.1233365807947782e-05
0.0002267060771820718,0.00028473348632790515,0.00040516566800630405,1.1233364353883563e-05
0.0002267060204526987,0.0002847334145645546,0.00040516556763639104,1.1233362955169948e-05
0.00022670596601288959,0.0002847333456975081,0.0004051654713168027,1.123336161308255e-05
0.00022670591391637618,0.0002847332797947844,0.0004051653791424574,1.1233360328822798e-05
0.00022670586421368987,0.0002847332169203517,0.0004051652912026171,1.1233359103517932e-05
0.0002267058169521616,0.00028473315713412793,0.0004051652075808874,1.1233357938220998e-05
0.00022670577217592184,0.00028473310049198047,0.0004051651283552175,1.1233356833910855e-05
0.00022670572992590073,0.00028473304704572643,0.0004051650535979004,1.1233355791492172e-05
0.00022670569023982795,0.0002847329968431324,0.00040516498337557266,1.1233354811795429e-05
0.00022670565315223274,0.0002847329499279147,0.0004051649177492146,1.1233353895576915e-05
0.00022670561869444394,0.00028473290633973915,0.00040516485677415007,1.1233353043518733e-05
0.00022670558689459006,0.00028473286611422125,0.00040516480050004663,1.1233352256228792e-05
0.00022670555777759907,0.00028473282928292607,0.0004051647489709155,1.1233351534240813e-05
0.0002267055313651985,0.0002847327958733682,0.00040516470222511173,1.1233350878014327e-05
0.00022670550767591566,0.00028473276590901183,0.00040516466029533367,1.1233350287934678e-05
0.00022670548672507724,0.00028473273940927095,0.00040516462320862366,1.1233349764313018e-05
0.00022670546852480956,0.000284732716389509,0.00040516459098636744,1.1233349307386309e-05
0.0002267054530840386,0.0002847326968610389,0.00040516456364429477,1.1233348917317325e-05
0.0002267054404084899,0.0002847326808311234,0.0004051645411924786,1.1233348594194649e-05
0.0002267054305006885,0.0002847326683029747,0.0004051645236353359,1.1233348338032675e-05
0.00022670542335995907,0.00028473265927575475,0.00040516451097162716,1.123334814877161e-05
0.0002267054189824259,0.00028473265374457486,0.0004051645031944565,1.1233348026277463e-05
0.00022670541736101283,0.0002847326517004961,0.0004051645002912719,1.1233347970342067e-05
0.00022670541848544335,0.00028473265313052915,0.0004051645022438647,1.1233347980683054e-05
0.00022670542234224034,0.0002847326580176343,0.0004051645090283701,1.123334805694387e-05
0.0002267054289147265,0.00028473266634072126,0.00040516452061526695,1.1233348198693773e-05
0.00022670543818302394,0.00028473267807464954,0.00040516453696937767,1.1233348405427827e-05
0.00022670545012405446,0.00028473269319022825,0.0004051645580498684,1.1233348676566914e-05
0.0002267054647115394,0.0002847327116542159,0.0004051645838102489,1.1233349011457717e-05
0.00022670548191599968,0.0002847327334293208,0.0004051646141983727,1.1233349409372738e-05
0.00022670550170475582,0.0002847327584742007,0.00040516464915643684,1.1233349869510285e-05
0.00022670552404192786,0.0002847327867434632,0.00040516468862098213,1.1233350390994476e-05
0.00022670554888843552,0.0002847328181876652,0.000405164732522893,1.1233350972875241e-05
0.00022670557620199807,0.0002847328527533134,0.0004051647807873975,1.123335161412832e-05
0.0002267056059371343,0.0002847328903828639,0.0004051648333340674,1.1233352313655264e-05
0.00022670563804516266,0.00028473293101472267,0.0004051648900768181,1.1233353070283433e-05
0.00022670567247420117,0.00028473297458324516,0.0004051649509239087,1.1233353882765997e-05
0.0002267057091691674,0.00028473302101873624,0.0004051650157779419,1.1233354749781941e-05
0.00022670574807177852,0.0002847330702474507,0.0004051650845358641,1.1233355669936054e-05
0.00022670578912055127,0.0002847331221915927,0.0004051651570889653,1.123335664175894e-05
0.00022670583225080205,0.00028473317676931605,0.00040516523332287933,1.1233357663707012e-05
0.0002267058773946467,0.0002847332338947242,0.0004051653131175835,1.1233358734162492e-05
0.00022670592448100082,0.00028473329347787017,0.0004051653963473987,1.1233359851433413e-05
0.00022670597343557938,0.0002847333554247565,0.00040516548288098983,1.1233361013753623e-05
0.0002267060241808971,0.0002847334196373355,0.0004051655725813651,1.1233362219282772e-05
0.00022670607663626826,0.0002847334860135091,0.0004051656653058766,1.1233363466106327e-05
0.00022670613071780666,0.00028473355444712847,0.00040516576090622,1.1233364752235564e-05
0.00022670618633842575,0.0002847336248279948,0.0004051658592284345,1.1233366075607567e-05
0.0002267062434078385,0.00028473369704185865,0.0004051659601129032,1.1233367434085234e-05
0.0002267063018325575,0.0002847337709704202,0.00040516606339435275,1.123336882545727e-05
0.00022670636151589493,0.0002847338464913294,0.0004051661689018534,1.1233370247438193e-05
0.00022670642235796254,0.00028473392347818554,0.00040516627645881915,1.1233371697668332e-05
0.00022670648425567163,0.0002847340018005376,0.00040516638588300767,1.123337317371382e-05
0.00022670654710273315,0.00028473408132388434,0.0004051664969865201,1.123337467306661e-05
0.0002267066107896576,0.0002847341619096739,0.0004051666095758016,1.123337619314446e-05
0.00022670667520375504,0.00028473424341530406,0.0004051667234516406,1.1233377731290937e-05
0.00022670674022913512,0.0002847343256941222,0.00040516683840916945,1.123337928477542e-05
0.00022670680574670712,0.0002847344085954254,0.000405166954237864,1.1233380850793103e-05
0.00022670687163417987,0.0002847344919644603,0.00040516707072154397,1.1233382426464982e-05
0.0002267069377660618,0.00028473457564242297,0.00040516718763837246,1.1233384008837872e-05
0.0002267070040136608,0.00028473465946645933,0.0004051673047608564,1.123338559488439e-05
0.00022670707024508458,0.00028473474326966476,0.00040516742185584654,1.123338718150297e-05
0.00022670713632524025,0.00028473482688108425,0.0004051675386845368,1.1233388765517853e-05
0.00022670720211583455,0.00028473491012571245,0.0004051676550024653,1.1233390343679091e-05
0.0002267072674753738,0.00028473499282449344,0.00040516777055951355,1.123339191266255e-05
0.0002267073322591639,0.0002847350747943211,0.0004051678850999067,1.1233393469069898e-05
0.00022670739631931041,0.00028473515584803884,0.00040516799836221354,1.1233395009428623e-05
0.00022670745950471833,0.0002847352357944397,0.0004051681100793468,1.1233396530192017e-05
0.00022670752166109234,0.00028473531443826616,0.0004051682199785625,1.1233398027739185e-05
0.00022670758263093672,0.0002847353915802104,0.0004051683277814605,1.1233399498375044e-05
0.00022670764225355525,0.0002847354670169144,0.0004051684332039844,1.1233400938330315e-05
0.00022670770036505136,0.00028473554054096945,0.0004051685359564213,1.1233402343761537e-05
0.00022670775679832804,0.0002847356119409165,0.000405168635743402,1.1233403710751055e-05
0.00022670781138308784,0.0002847356810012461,0.000405168732263901,1.1233405035307025e-05
0.00022670786394583293,0.0002847357475023986,0.0004051688252112365,1.1233406313363416e-05
0.00022670791430986508,0.0002847358112207637,0.0004051689142730702,1.1233407540780004e-05
0.0002267079622952856,0.00028473587192868083,0.0004051689991314076,1.1233408713342376e-05
0.00022670800771899534,0.00028473592939443884,0.0004051690794625979,1.1233409826761932e-05
0.00022670805039469484,0.00028473598338227653,0.00040516915493733383,1.123341087667588e-05
0.0002267080901328842,0.00028473603365238194,0.00040516922522065184,1.123341185864724e-05
0.00022670812674086303,0.0002847360799608929,0.00040516928997193203,1.1233412768164838e-05
