E1,E2,E3,E4
0.0001532356395358603,0.00019239700174331965,0.00027396388487070596,7.761110704718788e-06
0.00015405109912100914,0.00019342115545368022,0.0002754213127782357,7.801593786062238e-06
0.00015485909307250175,0.00019443593880977692,0.0002768653877728796,7.841689812372374e-06
0.00015565966973598414,0.00019544141244530645,0.0002782961964047463,7.881401421070969e-06
0.00015645287646399712,0.0001964376357479099,0.00027971382344697224,7.92073119689068e-06
0.0001572387596159766,0.0001974246668591729,0.000281118351895722,7.959681671875057e-06
0.0001580173645582534,0.00019840256267462556,0.00028250986297018827,7.998255325378535e-06
0.00015878873566405326,0.0001993713788437425,0.0002838884361125916,8.036454584066437e-06
0.00015955291631349696,0.00020033116976994272,0.0002852541489881805,8.074281821914973e-06
0.00016030994889360022,0.00020128198861058994,0.00028660707748523175,8.111739360211243e-06
0.00016105987479827377,0.00020222388727699205,0.00028794729571504987,8.148829467553234e-06
0.00016180273442832326,0.00020315691643440174,0.0002892748760119676,8.185554359849817e-06
0.0001625385671914493,0.00020408112550201595,0.0002905898889333456,8.221916200320758e-06
0.0001632674115022475,0.00020499656265297623,0.0002918924032595725,8.257917099496706e-06
0.00016398930478220844,0.0002059032748143686,0.0002931824859940651,8.293559115219197e-06
0.00016470428345971767,0.0002068013076672235,0.000294460202363268,8.328844252640657e-06
0.00016541238297005566,0.000207690705646516,0.00029572561581665396,8.363774464224401e-06
0.0001661136377553979,0.00020857151194116552,0.0002969787880267238,8.398351649744627e-06
0.00016680808126481484,0.000209443768494036,0.00029821977888900615,8.432577656286427e-06
0.0001674957459542719,0.00021030751600193597,0.0002994486465220579,8.466454278245776e-06
0.00016817666328662948,0.0002111627939156183,0.0003006654472674638,8.499983257329536e-06
0.00016885086373164286,0.00021200964043978032,0.00030187023568983655,8.533166282555465e-06
0.0001695183767659624,0.00021284809253306408,0.00030306306457681716,8.566004990252197e-06
0.00017017923087313342,0.00021367818590805595,0.0003042439849390743,8.598500964059262e-06
0.00017083345354359616,0.0002144999550312868,0.000305413046010305,8.630655734927078e-06
0.00017148107127468583,0.00021531343312323193,0.0003065702952472338,8.662470781116945e-06
0.00017212210957063257,0.00021611865215831125,0.00030771577832961383,8.693947528201055e-06
0.00017275659294256162,0.00021691564286488912,0.00030884953916022594,8.725087349062488e-06
0.0001733845449084931,0.00021770443472527438,0.00030997161986487897,8.755891563895207e-06
0.00017400598799334206,0.00021848505597572027,0.0003110820607924098,8.78636144020407e-06
0.00017462094372891864,0.00021925753360642472,0.00031218090051468356,8.816498192804821e-06
0.0001752294326539278,0.00022002189336152992,0.00031326817582659293,8.846302983824085e-06
0.0001758314743139696,0.00022077815973912268,0.0003143439217460591,8.875776922699383e-06
0.00017642708726153897,0.00022152635599123426,0.00031540817151403094,8.904921066179119e-06
0.00017701628905602591,0.00022226650412384043,0.00031646095659448533,8.933736418322587e-06
0.00017759909626371528,0.00022299862489686144,0.00031750230667442755,8.962223930499969e-06
0.00017817552445778697,0.00022372273782416205,0.00031853224966389037,8.990384501392333e-06
0.00017874558821831586,0.00022443886117355142,0.00031955081169593495,9.018218976991634e-06
0.0001793093011322717,0.00022514701196678325,0.0003205580171266503,9.04572815060072e-06
0.00017986674600512805,0.0002258472941223254,0.00032155401409793164,9.072916362632407e-06
0.0001804181367332476,0.00022653997611954088,0.00032253918519386935,9.099794694201497e-06
0.00018096354619318567,0.00022722514939493003,0.0003235136608117586,9.126367014515303e-06
0.0001815030388190758,0.00022790289478710556,0.00032447755625001165,9.152636758270072e-06
0.00018203667824918487,0.00022857329213638847,0.00032543098538270667,9.17860731723695e-06
0.000182564527325913,0.0002292364202848078,0.00032637406065958796,9.204282040261987e-06
0.00018308664809579356,0.00022989235707610083,0.0003273068931060659,9.22966423326612e-06
0.00018360310180949325,0.0002305411793557128,0.0003282295923232166,9.254757159245197e-06
0.00018411394892181197,0.0002311829629707973,0.0003291422664877825,9.279564038269955e-06
0.00018461924909168295,0.00023181778277021593,0.00033004502235217176,9.304088047486036e-06
0.00018511906118217264,0.00023244571260453854,0.00033093796524445875,9.328332321113974e-06
0.00018561344326048084,0.000233066825326043,0.0003318211990683838,9.35229995044921e-06
0.00018610245259794052,0.00023368119278871543,0.0003326948263033531,9.375993983862074e-06
0.00018658614567001796,0.00023428888584825006,0.0003335589480044391,9.399417426797801e-06
0.00018706457815631278,0.00023488997436204928,0.00033441366380238,9.422573241776523e-06
0.00018753780494055775,0.00023548452718922353,0.00033525907190358023,9.445464348393268e-06
0.00018800588011061903,0.0002360726121905915,0.00033609526909011007,9.468093623317965e-06
0.00018846885695849593,0.00023665429622868,0.00033692235071970596,9.490463900295443e-06
0.00018892678798032117,0.00023722964516772397,0.00033774041072577013,9.512577970145425e-06
0.00018937972487636064,0.00023779872387366652,0.00033854954161737096,9.534438580762537e-06
0.0001898277185510135,0.00023836159621415886,0.0003393498344792429,9.556048437116297e-06
0.00019027081911281225,0.00023891832505856033,0.0003401413789717862,9.57741020125113e-06
0.00019070907587442258,0.0002394689722779385,0.00034092426333106734,9.598526492286351e-06
0.00019114253735264355,0.00024001359874506904,0.00034169857436881865,9.619399886416182e-06
0.0001915712512684073,0.00024055226433443574,0.0003424643974724385,9.640032916909737e-06
0.0001919952645467796,0.00024108502792223054,0.00034322181660499136,9.660428074111029e-06
0.00019241462331695905,0.00024161194738635359,0.00034397091430520753,9.680587805438974e-06
0.00019282937291227782,0.00024213307960641305,0.0003447117716874835,9.70051451538738e-06
0.0001932395578702013,0.00024264848046372535,0.00034544446844188173,9.720210565524959e-06
0.00019364522193232809,0.00024315820484131502,0.0003461690828341305,9.73967827449532e-06
0.00019404640804439004,0.00024366230662391475,0.0003468856917056243,9.758919918016969e-06
0.00019444315835625244,0.00024416083869796535,0.00034759437047342365,9.777937728883311e-06
0.0001948355142219136,0.00024465385295161575,0.0003482951931302549,9.796733896962649e-06
0.00019522351619950532,0.000245141400274723,0.0003489882322445105,9.815310569198185e-06
0.00019560720405129253,0.00024562353055885254,0.0003496735589602489,9.833669849608021e-06
0.0001959866167436735,0.00024610029269727757,0.0003503512429971947,9.851813799285158e-06
0.0001963617924471798,0.0002465717345849797,0.0003510213526507381,9.869744436397488e-06
0.00019673276853647618,0.0002470379031186487,0.00035168395479193593,9.887463736187814e-06
0.00019709958159036073,0.0002474988441966822,0.0003523391148675104,9.904973630973823e-06
0.0001974622673917648,0.00024795460271918635,0.0003529868968998501,9.922276010148113e-06
0.00019782086092775294,0.00024840522258797517,0.0003536273634870094,9.939372720178174e-06
0.00019817539638952307,0.00024885074670657093,0.000354260575802709,9.956265564606397e-06
0.00019852590717240638,0.00024929121698020405,0.00035488659359633534,9.972956304050068e-06
0.00019887242587586726,0.00024972667431581307,0.00035550547519294087,9.989446656201375e-06
0.00019921498430350342,0.0002501571586220447,0.00035611727749324413,1.0005738295827402e-05
