E3b/RPO_E3b/v,E3b/RPO_PV3b/v,E3b/RPO_SST3b/v,E3b/RPO_VIP3b/v,E3b/RPO_thalE/v,E3b/RPO_thalI/v,E3b/RPO_bI/v,PV3b/RPO_E3b/v,PV3b/RPO_PV3b/v,PV3b/RPO_SST3b/v,PV3b/RPO_VIP3b/v,PV3b/RPO_thalE/v,PV3b/RPO_thalI/v,PV3b/RPO_bI/v,SST3b/RPO_E3b/v,SST3b/RPO_PV3b/v,SST3b/RPO_SST3b/v,SST3b/RPO_VIP3b/v,SST3b/RPO_thalE/v,SST3b/RPO_thalI/v,SST3b/RPO_bI/v,VIP3b/RPO_E3b/v,VIP3b/RPO_PV3b/v,VIP3b/RPO_SST3b/v,VIP3b/RPO_VIP3b/v,VIP3b/RPO_thalE/v,VIP3b/RPO_thalI/v,VIP3b/RPO_bI/v,thalE/RPO_E3b/v,thalE/RPO_PV3b/v,thalE/RPO_SST3b/v,thalE/RPO_VIP3b/v,thalE/RPO_thalE/v,thalE/RPO_thalI/v,thalE/RPO_Iext/v,thalI/RPO_E3b/v,thalI/RPO_PV3b/v,thalI/RPO_SST3b/v,thalI/RPO_VIP3b/v,thalI/RPO_thalE/v,thalI/RPO_thalI/v
16.106652226939456,-10.338012829445537,-3.12678695562121,-1.6258770679124024,0.3216392989576004,0.0,0.0,38.10589290221747,-7.716816322037343,-3.3341410791073045,-1.195121309299204,0.3216392989576004,0.0,0.0,10.435152702044505,-9.078406226001933,-0.641333106186592,-2.915584655120021,0.03965959296641188,0.0,0.0,6.085696597195812,-5.37387894454102,-5.127712496260028,-2.1996475721935873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
