background_input/bI_definition/backgrndI_strengths,E3b,PV3b,SST3b,VIP3b,thalE,thalI,stability,bifurcation
-1.4157308684,1.2741175533499993,25.82415615285,-2.2318129215299995,-6.7984419337299995,0.0,0.0,True,RG
-1.4164998474,1.2740817374599993,25.82395762606,-2.2318524546300003,-6.798541531619999,0.0,0.0,True,RG
-1.4172688249,1.274045919410001,25.82375909631,-2.2318919888699993,-6.79864112957,0.0,0.0,True,RG
-1.4180378009,1.2740100995099983,25.823560560510003,-2.23193152333,-6.798740727269999,0.0,0.0,True,RG
-1.4188067754,1.2739742786599995,25.82336202066,-2.231971058000001,-6.7988403253200005,0.0,0.0,True,RG
-1.4195757484,1.2739384568400007,25.823163475639998,-2.23201059382,-6.798939923239999,0.0,0.0,True,RG
-1.42034472,1.2739026330799994,25.82296492658,-2.2320501309399994,-6.799039521200001,0.0,0.0,True,RG
-1.4211136901,1.2738668083500002,25.822766372449994,-2.2320896681999987,-6.79913911923,0.0,0.0,True,RG
-1.4218826586,1.2738309825799992,25.822567813280003,-2.23212920667,-6.7992387172,0.0,0.0,True,RG
-1.4226516257,1.273795154940001,25.822369249039994,-2.2321687452899996,-6.79933831534,0.0,0.0,True,RG
-1.4234205914,1.2737593262499998,25.822170680649993,-2.232208285119999,-6.799437913429999,0.0,0.0,True,RG
-1.4241895555,1.2737234956100014,25.82197210831,-2.2322478251700004,-6.79953751157,0.0,0.0,True,RG
-1.4249585182,1.2736876641099997,25.821773530909994,-2.2322873664500005,-6.799637109870001,0.0,0.0,True,RG
-1.4257274793,1.2736518315599992,25.821574948359995,-2.232326908849999,-6.799736708019999,0.0,0.0,True,RG
-1.426496439,1.2736159970500007,25.821376360749998,-2.2323664514800003,-6.7998363062300005,0.0,0.0,True,RG
-1.4272653972,1.27358016149,25.821177769289996,-2.2324059943199988,-6.799935904590001,0.0,0.0,True,RG
-1.428034354,1.2735443251699992,25.820979172470004,-2.2324455384000004,-6.80003550291,0.0,0.0,True,RG
-1.4288033092,1.2735084866900004,25.82078057169,-2.232485083609999,-6.8001351011899995,0.0,0.0,True,RG
-1.4295722629,1.273472647369999,25.82058196597,-2.232524629020001,-6.80023469971,0.0,0.0,True,RG
-1.4303412152,1.2734368060799997,25.82038335508,-2.23256417558,-6.800334298,0.0,0.0,True,RG
-1.431110166,1.2734009637399986,25.820184740139997,-2.232603722450001,-6.80043389654,0.0,0.0,True,RG
-1.4318791153,1.2733651205500007,25.819986120049997,-2.2326432704499997,-6.800533495130001,0.0,0.0,True,RG
-1.4326480631,1.2733292753000005,25.819787494999996,-2.2326828186700003,-6.800633093579999,0.0,0.0,True,RG
-1.4334170095,1.2732934291000004,25.819588865699995,-2.232722368110001,-6.8007326921799995,0.0,0.0,True,RG
-1.4341859543,1.2732575809400002,25.819390231640003,-2.23276191869,-6.800832290940001,0.0,0.0,True,RG
-1.4349548977,1.27322173283,25.819191592329997,-2.232801469580001,-6.800931889449999,0.0,0.0,True,RG
-1.4357238396,1.2731858817599992,25.818992948859993,-2.2328410205000004,-6.80103148822,0.0,0.0,True,RG
-1.43649278,1.273150030639999,25.81879430054,-2.23288057274,-6.80113108674,0.0,0.0,True,RG
-1.4372617189,1.27311417667,25.818595648069998,-2.2329201260999993,-6.801230685609999,0.0,0.0,True,RG
-1.4380306563,1.273078322639999,25.818396990540002,-2.2329596797900004,-6.80133028444,0.0,0.0,True,RG
-1.4387995922,1.2730424667499998,25.818198327850002,-2.2329992344999985,-6.80142988333,0.0,0.0,True,RG
-1.4395685267,1.2730066098099997,25.817999661109994,-2.23303878944,-6.80152948217,0.0,0.0,True,RG
-1.4403374597,1.2729707510200001,25.81780098942,-2.2330783456999996,-6.80162908106,0.0,0.0,True,RG
-1.4411063912,1.2729348912700003,25.817602312570003,-2.23311790208,-6.80172867991,0.0,0.0,True,RG
-1.4418753212,1.2728990304700005,25.817403631869997,-2.23315745959,-6.8018282789099995,0.0,0.0,True,RG
-1.4426442497,1.2728631676100004,25.817204945809998,-2.23319701742,-6.80192787797,0.0,0.0,True,RG
-1.4434131767,1.2728273039000002,25.8170062547,-2.2332365762700004,-6.802027477079999,0.0,0.0,True,RG
-1.4441821023,1.2727914392300015,25.816807559729998,-2.233276136459999,-6.80212707605,0.0,0.0,True,RG
-1.4449510263,1.272755572609999,25.816608859609996,-2.2333156968599996,-6.80222667517,0.0,0.0,True,RG
-1.4457199489,1.2727197040400002,25.81641015444,-2.2333552583799996,-6.8023262743399995,0.0,0.0,True,RG
-1.44648887,1.2726838355099992,25.81621144511,-2.2333948202300005,-6.80242587347,0.0,0.0,True,RG
-1.4472577896,1.2726479648299998,25.816012730929994,-2.233434382099999,-6.80252547265,0.0,0.0,True,RG
-1.4480267077,1.2726120923899988,25.81581401239,-2.2334739463,-6.8026250718900005,0.0,0.0,True,RG
-1.4487956243,1.2725762188999994,25.815615288999993,-2.233513509619999,-6.802724671380001,0.0,0.0,True,RG
-1.4495645395,1.272540344460001,25.81541656046,-2.2335530751600006,-6.8028242705199995,0.0,0.0,True,RG
-1.4503334531,1.2725044681599995,25.815217827859996,-2.2335926408199995,-6.802923869919999,0.0,0.0,True,RG
-1.4511023653,1.2724685907999993,25.8150190892,-2.2336322067199985,-6.80302346938,0.0,0.0,True,RG
-1.451871276,1.272432712400001,25.814820347599994,-2.2336717739300003,-6.80312306878,0.0,0.0,True,RG
-1.4526401852,1.2723968322400006,25.814621599739997,-2.2337113422599995,-6.80322266824,0.0,0.0,True,RG
-1.4534090929,1.2723609509200002,25.81442284792,-2.233750910730001,-6.80332226776,0.0,0.0,True,RG
-1.4541779991,1.2723250687499994,25.81422409195,-2.233790479510001,-6.803421867330001,0.0,0.0,True,RG
-1.4549469038,1.2722891846300006,25.81402533103,-2.233830050310001,-6.8035214668499995,0.0,0.0,True,RG
-1.4557158071,1.2722532984499992,25.813826564949995,-2.23386962054,-6.80362106643,0.0,0.0,True,RG
-1.4564847088,1.2722174123199999,25.813627793920002,-2.2339091916899987,-6.80372066616,0.0,0.0,True,RG
-1.4572536091,1.2721815242400005,25.81342901874,-2.2339487642700004,-6.803820265840001,0.0,0.0,True,RG
-1.4580225079,1.2721456342999993,25.813230238400003,-2.233988337960001,-6.803919865479999,0.0,0.0,True,RG
-1.4587914052,1.272109743310001,25.813031453110003,-2.2340279117799997,-6.8040194652700015,0.0,0.0,True,RG
-1.459560301,1.2720738514699992,25.812832663869994,-2.23406748592,-6.804119065009999,0.0,0.0,True,RG
-1.4603291953,1.2720379574699994,25.81263386937,-2.23410706119,-6.8042186649100005,0.0,0.0,True,RG
-1.4610980882,1.2720020626200006,25.812435071019994,-2.2341466376800008,-6.804318264659999,0.0,0.0,True,RG
-1.4618669795,1.2719661667100002,25.812236267409997,-2.234186214290001,-6.8044178645699995,0.0,0.0,True,RG
-1.4626358694,1.2719302690499994,25.81203745875,-2.23422579123,-6.80451746453,0.0,0.0,True,RG
-1.4634047577,1.2718943702399987,25.811838645039995,-2.234265369179999,-6.8046170644399995,0.0,0.0,True,RG
-1.4641736446,1.2718584694700013,25.811639827369998,-2.23430494847,-6.80471666451,0.0,0.0,True,RG
-1.46494253,1.2718225678500001,25.81144100555,-2.2343445279699994,-6.80481626443,0.0,0.0,True,RG
-1.4657114139,1.2717866651800005,25.81124217778,-2.2343841085900005,-6.8049158646,0.0,0.0,True,RG
-1.4664802963,1.2717507605499994,25.81104334575,-2.23442369044,-6.805015464729999,0.0,0.0,True,RG
-1.4672491773,1.2717148549699995,25.810844509770003,-2.234463272510001,-6.80511506491,0.0,0.0,True,RG
-1.4680180567,1.2716789475399994,25.810645667739998,-2.234502854699999,-6.80521466504,0.0,0.0,True,RG
-1.4687869346,1.2716430389499997,25.810446821649997,-2.2345424381200005,-6.80531426523,0.0,0.0,True,RG
-1.4695558111,1.2716071295099993,25.81024797141,-2.2345820226599984,-6.805413865369999,0.0,0.0,True,RG
-1.4703246861,1.2715712181199992,25.810049115220004,-2.2346216075200003,-6.80551346566,0.0,0.0,True,RG
-1.4710935596,1.2715353057699983,25.809850254870003,-2.23466119251,-6.80561306611,0.0,0.0,True,RG
-1.4718624315,1.2714993923799995,25.809651390579997,-2.2347007797000003,-6.805712666499999,0.0,0.0,True,RG
-1.472631302,1.2714634771199986,25.809452520120004,-2.23474036614,-6.80581226686,0.0,0.0,True,RG
-1.4734001711,1.2714275609199996,25.80925364662,-2.2347799547800005,-6.805911867360001,0.0,0.0,True,RG
-1.4741690386,1.2713916425599998,25.809054767060005,-2.234819543559999,-6.80601146772,0.0,0.0,True,RG
-1.4749379046,1.2713557234500006,25.80885588345,-2.2348591325499996,-6.80611106813,0.0,0.0,True,RG
-1.4757067692,1.2713198032800008,25.808656994780005,-2.23489872277,-6.806210668700001,0.0,0.0,True,RG
-1.4764756322,1.2712838812700007,25.808458100969997,-2.2349383131000007,-6.80631026921,0.0,0.0,True,RG
-1.4772444938,1.271247958200001,25.8082592032,-2.234977904559999,-6.80640986988,0.0,0.0,True,RG
-1.4780133538,1.2712120330699985,25.80806030037,-2.2350174974500003,-6.80650947061,0.0,0.0,True,RG
-1.4787822124,1.2711761071000003,25.807861393499998,-2.2350570903499993,-6.80660907128,0.0,0.0,True,RG
-1.4795510695,1.2711401801699997,25.80766248137,-2.23509668458,-6.806708671909999,0.0,0.0,True,RG
-1.4803199251,1.271104251190001,25.80746356439,-2.2351362789300016,-6.8068082725900005,0.0,0.0,True,RG
-1.4810887792,1.27106832135,25.80726464225,-2.2351758744000008,-6.80690787343,0.0,0.0,True,RG
-1.4818576318,1.271032389560001,25.80706571606,-2.2352154700999987,-6.80700747432,0.0,0.0,True,RG
-1.482626483,1.2709964566200016,25.80686678482,-2.2352550670199998,-6.80710707506,0.0,0.0,True,RG
-1.4833953326,1.2709605229300003,25.80666784953,-2.2352946651499996,-6.807206675950001,0.0,0.0,True,RG
-1.4841641807,1.2709245872900008,25.806468909189995,-2.235334263499999,-6.8073062768899995,0.0,0.0,True,RG
-1.4849330274,1.2708886505899992,25.806269963689996,-2.235373861989999,-6.807405877789999,0.0,0.0,True,RG
-1.4857018726,1.2708527118400008,25.806071014239997,-2.235413461689999,-6.8075054787400004,0.0,0.0,True,RG
-1.4864707162,1.270816772329999,25.80587205863,-2.2354530626199987,-6.80760507985,0.0,0.0,True,RG
-1.4872395584,1.2707808317800005,25.805673099979998,-2.2354926637599988,-6.8077046809,0.0,0.0,True,RG
-1.4880083991,1.27074488927,25.805474135369995,-2.2355322659300008,-6.807804282009999,0.0,0.0,True,RG
-1.4887772383,1.2707089458099992,25.805275166610002,-2.2355718685200014,-6.807903883070001,0.0,0.0,True,RG
-1.489546076,1.2706730012999987,25.805076192799994,-2.2356114722299996,-6.80800348428,0.0,0.0,True,RG
-1.4903149122,1.2706370548300012,25.80487721483,-2.23565107606,-6.808103085650001,0.0,0.0,True,RG
-1.4910837469,1.27060110751,25.804678232009998,-2.2356906811200012,-6.8082026867700005,0.0,0.0,True,RG
-1.4918525801,1.2705651581399988,25.804479243939998,-2.2357302873899996,-6.80830228794,0.0,0.0,True,RG
-1.4926214119,1.2705292079199992,25.80428025192,-2.235769893789999,-6.80840188936,0.0,0.0,True,RG
-1.4933902421,1.2704932556499995,25.804081254849997,-2.235809500500001,-6.808501490730001,0.0,0.0,True,RG
-1.4941590709,1.2704573034199997,25.803882252619996,-2.23584910935,-6.808601092059999,0.0,0.0,True,RG
-1.4949278981,1.2704213482399997,25.803683246440002,-2.2358887173099995,-6.8087006934400005,0.0,0.0,True,RG
-1.4956967239,1.2703853931099995,25.803484235110005,-2.235928327589999,-6.808800294970001,0.0,0.0,True,RG
-1.4964655482,1.2703494359299992,25.803285218729997,-2.2359679369900003,-6.808899896450001,0.0,0.0,True,RG
-1.4972343709,1.2703134768899986,25.80308619829,-2.23600754862,-6.8089994978899995,0.0,0.0,True,RG
-1.4980031922,1.2702775179099999,25.80288717281,-2.2360471604599996,-6.809099099470001,0.0,0.0,True,RG
-1.498772012,1.2702415559700009,25.802688142270004,-2.236086772430001,-6.809198701109999,0.0,0.0,True,RG
-1.4995408303,1.2702055940799994,25.80248910768,-2.236126385610001,-6.809298302699999,0.0,0.0,True,RG
-1.5003096471,1.2701696301300003,25.80229006803,-2.2361660000300008,-6.80939790435,0.0,0.0,True,RG
-1.5010784624,1.2701336643400007,25.802091023240003,-2.2362056145600007,-6.80949750614,0.0,0.0,True,RG
-1.5018472762,1.2700976983899996,25.801891974489997,-2.2362452294099984,-6.80959710769,0.0,0.0,True,RG
-1.5026160886,1.2700617295899994,25.801692920689995,-2.2362848463800007,-6.809696709490001,0.0,0.0,True,RG
-1.5033848994,1.2700257609399996,25.801493861739996,-2.236324462579999,-6.8097963113399995,0.0,0.0,True,RG
-1.5041537087,1.269989790139999,25.80129479864,-2.2363640808899996,-6.80989591324,0.0,0.0,True,RG
-1.5049225166,1.269953817580001,25.801095730679997,-2.2364036994300003,-6.809995515100001,0.0,0.0,True,RG
-1.5056913229,1.2699178448800006,25.80089665758,-2.2364433181800005,-6.810095117,0.0,0.0,True,RG
-1.5064601278,1.26988187042,25.800697579419996,-2.236482938060001,-6.810194718860001,0.0,0.0,True,RG
-1.5072289311,1.2698458938100008,25.800498497209993,-2.23652255826,-6.810294320970001,0.0,0.0,True,RG
-1.507997733,1.2698099163499998,25.800299410949997,-2.236562180580001,-6.8103939228299994,0.0,0.0,True,RG
-1.5087665334,1.2697739379399986,25.800100318640002,-2.23660180211,-6.81049352494,0.0,0.0,True,RG
-1.5095353322,1.2697379574699992,25.799901222169996,-2.236641424879999,-6.81059312721,0.0,0.0,True,RG
-1.5103041296,1.2697019761599995,25.799702121659998,-2.2366810487500004,-6.81069272922,0.0,0.0,True,RG
-1.5110729255,1.26966599279,25.799503015189998,-2.2367206728599998,-6.810792331389999,0.0,0.0,True,RG
-1.5118417199,1.26963000837,25.799303904569996,-2.2367602980799988,-6.81089193351,0.0,0.0,True,RG
-1.5126105128,1.2695940231999996,25.799104790000005,-2.2367999246200005,-6.81099153568,0.0,0.0,True,RG
-1.5133793042,1.2695580358799992,25.798905669179995,-2.2368395512899997,-6.811091138,0.0,0.0,True,RG
-1.5141480941,1.269522047810001,25.79870654451,-2.2368791781699997,-6.81119074037,0.0,0.0,True,RG
-1.5149168825,1.2694860586800005,25.798507415679996,-2.23691880618,-6.8112903427000004,0.0,0.0,True,RG
-1.5156856694,1.2694500676099996,25.798308280710003,-2.2369584353999996,-6.81138994497,0.0,0.0,True,RG
-1.5164544548,1.2694140744799987,25.79810914178,-2.23699806494,-6.811489547399999,0.0,0.0,True,RG
-1.5172232387,1.2693780813999993,25.797909997700003,-2.2370376955099998,-6.8115891498800005,0.0,0.0,True,RG
-1.5179920212,1.26934208647,25.797710849669997,-2.2370773263999997,-6.81168875231,0.0,0.0,True,RG
-1.5187608021,1.2693060895900008,25.79751169649,-2.2371169584000006,-6.811788354889999,0.0,0.0,True,RG
-1.5195295815,1.269270091660001,25.797312538259998,-2.2371565906300006,-6.811887957320001,0.0,0.0,True,RG
-1.5202983595,1.2692340927799992,25.79711337618,-2.2371962239699994,-6.81198756,0.0,0.0,True,RG
-1.5210671359,1.269198092040001,25.79691420884,-2.2372358576499995,-6.81208716254,0.0,0.0,True,RG
-1.5218359108,1.2691620902600005,25.796715036360002,-2.2372754925299985,-6.81218676532,0.0,0.0,True,RG
-1.5226046843,1.2691260875199983,25.79651585992,-2.2373151284399997,-6.8122863678600005,0.0,0.0,True,RG
-1.5233734562,1.2690900828299996,25.79631667753,-2.2373547645699987,-6.8123859705499985,0.0,0.0,True,RG
-1.5241422267,1.2690540761899989,25.796117491889998,-2.2373944019200014,-6.812485573490001,0.0,0.0,True,RG
-1.5249109956,1.26901806971,25.795918300309996,-2.237434039580001,-6.812585176170001,0.0,0.0,True,RG
-1.5256797631,1.2689820609700009,25.795719104569997,-2.23747367826,-6.8126847790100005,0.0,0.0,True,RG
-1.5264485291,1.2689460505699999,25.795519903869998,-2.2375133172800012,-6.812784381910001,0.0,0.0,True,RG
-1.5272172935,1.26891003913,25.795320699129995,-2.2375529574100006,-6.81288398475,0.0,0.0,True,RG
-1.5279860565,1.2688740266400003,25.795121489339998,-2.23759259875,-6.81298358784,0.0,0.0,True,RG
-1.528754818,1.2688380122000005,25.7949222743,-2.23763224032,-6.81308319068,0.0,0.0,True,RG
-1.5295235779,1.2688019969000004,25.7947230544,-2.23767188211,-6.813182793680001,0.0,0.0,True,RG
-1.5302923364,1.2687659805600005,25.794523830359996,-2.2377115249100017,-6.813282396719999,0.0,0.0,True,RG
-1.5310610934,1.2687299622600003,25.794324601259998,-2.23775116904,-6.81338199982,0.0,0.0,True,RG
-1.5318298489,1.2686939431199997,25.794125368219994,-2.2377908133799997,-6.8134816029600005,0.0,0.0,True,RG
-1.5325986029,1.268657921820001,25.793926129819994,-2.23783045885,-6.81358120606,0.0,0.0,True,RG
-1.5333673553,1.2686218997699998,25.79372688667,-2.2378701044400002,-6.813680809310001,0.0,0.0,True,RG
-1.5341361063,1.2685858756800008,25.79352763818,-2.2379097514400006,-6.813780412400001,0.0,0.0,True,RG
-1.5349048558,1.2685498516299998,25.79332838593,-2.2379493993599993,-6.813880015750001,0.0,0.0,True,RG
-1.5356736038,1.2685138245300003,25.79312912833,-2.2379890477099997,-6.81397961895,0.0,0.0,True,RG
-1.5364423503,1.2684777974800008,25.79292986598,-2.2380286961800007,-6.8140792223,0.0,0.0,True,RG
-1.5372110953,1.268441767580001,25.79273059938,-2.2380683457600012,-6.814178825600001,0.0,0.0,True,RG
-1.5379798388,1.268405737630001,25.792531327729996,-2.23810799666,-6.814278429050001,0.0,0.0,True,RG
-1.5387485808,1.268369705930001,25.79233205113,-2.238147647579999,-6.8143780325500005,0.0,0.0,True,RG
-1.5395173213,1.268333673179999,25.79213277018,-2.2381872999300003,-6.8144776359,0.0,0.0,True,RG
-1.5402860603,1.2682976382799986,25.791933484479998,-2.23822695229,-6.8145772393,0.0,0.0,True,RG
-1.5410547978,1.2682616025299998,25.79173419363,-2.2382666058600007,-6.81467684295,0.0,0.0,True,RG
-1.5418235338,1.2682255658299988,25.791534898829998,-2.238306260659999,-6.81477644645,0.0,0.0,True,RG
-1.5425922683,1.26818952717,25.791335598769997,-2.23834591559,-6.81487605011,0.0,0.0,True,RG
-1.5433610013,1.2681534866700008,25.791136293669997,-2.2383855708300016,-6.81497565381,0.0,0.0,True,RG
-1.5441297328,1.2681174461199998,25.790936984619993,-2.2384252271799996,-6.81507525746,0.0,0.0,True,RG
-1.5448984628,1.2680814035199999,25.790737670419997,-2.238464884660001,-6.815174861160001,0.0,0.0,True,RG
-1.5456671913,1.26804535907,25.790538351169996,-2.238504542549999,-6.81527446481,0.0,0.0,True,RG
-1.5464359183,1.2680093136599984,25.790339027859996,-2.2385442014699994,-6.815374068720001,0.0,0.0,True,RG
-1.5472046438,1.2679732673100002,25.79013969861,-2.238583860500001,-6.81547367237,0.0,0.0,True,RG
-1.5479733678,1.26793721881,25.78994036621,-2.2386235208599996,-6.815573276369999,0.0,0.0,True,RG
-1.5487420903,1.2679011695599995,25.789741027659996,-2.2386631824300003,-6.81567288012,0.0,0.0,True,RG
-1.5495108113,1.2678651193599992,25.789541685360003,-2.2387028441100005,-6.81577248412,0.0,0.0,True,RG
-1.5502795308,1.2678290671000003,25.7893423376,-2.2387425060300012,-6.815872088179999,0.0,0.0,True,RG
-1.5510482488,1.2677930129999995,25.789142985999995,-2.23878216906,-6.81597169208,0.0,0.0,True,RG
-1.5518169653,1.2677569588500004,25.78894362835,-2.2388218334000007,-6.81607129613,0.0,0.0,True,RG
-1.5525856803,1.2677209026499994,25.78874426665,-2.2388614977699994,-6.81617090023,0.0,0.0,True,RG
-1.5533543938,1.2676848446000013,25.788544900799998,-2.2389011634500005,-6.81627050418,0.0,0.0,True,RG
-1.5541231057,1.2676487856999998,25.788345528900006,-2.2389408292600015,-6.816370108379999,0.0,0.0,True,RG
-1.5548918162,1.2676127256499985,25.788146153049997,-2.2389804962800004,-6.81646971253,0.0,0.0,True,RG
-1.5556605252,1.2675766638500003,25.787946773050002,-2.2390201646199985,-6.81656931683,0.0,0.0,True,RG
-1.5564292327,1.2675406008999999,25.787747387,-2.2390598329799993,-6.816668920980001,0.0,0.0,True,RG
-1.5571979387,1.2675045371000015,25.7875479969,-2.239099501559999,-6.81676852528,0.0,0.0,True,RG
-1.5579666432,1.2674684713500013,25.787348602749997,-2.239139172459999,-6.8168681295299995,0.0,0.0,True,RG
-1.5587353462,1.2674324034500002,25.78714920245,-2.2391788423700003,-6.816967733929999,0.0,0.0,True,RG
-1.5595040477,1.2673963348099995,25.786949798209996,-2.2392185136,-6.817067338369999,0.0,0.0,True,RG
-1.5602727477,1.2673602652100002,25.786750388909997,-2.23925818596,-6.817166942769999,0.0,0.0,True,RG
-1.5610414461,1.2673241945599996,25.786550975559994,-2.23929785953,-6.81726654722,0.0,0.0,True,RG
-1.5618101431,1.2672881219699996,25.78635155707,-2.2393375333099983,-6.81736615171,0.0,0.0,True,RG
-1.5625788386,1.2672520475200004,25.786152133619996,-2.2393772072300004,-6.817465756060001,0.0,0.0,True,RG
-1.5633475326,1.2672159730299986,25.785952705030002,-2.2394168823500005,-6.817565360649999,0.0,0.0,True,RG
-1.564116225,1.2671798964800005,25.785753272379996,-2.239456558800001,-6.8176649654,0.0,0.0,True,RG
-1.564884916,1.2671438180900005,25.785553834789994,-2.23949623526,-6.8177645699900005,0.0,0.0,True,RG
-1.5656536055,1.26710773885,25.78535439305,-2.2395359129400005,-6.8178641745299995,0.0,0.0,True,RG
-1.5664222934,1.26707165846,25.785154945160002,-2.2395755908299995,-6.817963779319999,0.0,0.0,True,RG
-1.5671909799,1.2670355762199992,25.784955493320002,-2.2396152699500003,-6.81806338396,0.0,0.0,True,RG
-1.5679596649,1.2669994929300001,25.784756037529995,-2.239654949180001,-6.81816298875,0.0,0.0,True,RG
-1.5687283483,1.2669634077899996,25.784556575589995,-2.23969462964,-6.818262593590001,0.0,0.0,True,RG
-1.5694970303,1.2669273216000003,25.7843571095,-2.2397343113099994,-6.818362198379999,0.0,0.0,True,RG
-1.5702657107,1.266891234460001,25.784157638459998,-2.2397739932000005,-6.81846180322,0.0,0.0,True,RG
-1.5710343897,1.266855145480001,25.78395816328,-2.2398136752099997,-6.8185614082,0.0,0.0,True,RG
-1.5718030671,1.2668190545400013,25.78375868304,-2.2398533585399996,-6.81866101314,0.0,0.0,True,RG
-1.5725717431,1.2667829634600014,25.783559197859997,-2.239893042880001,-6.818760618119999,0.0,0.0,True,RG
-1.5733404175,1.2667468706299994,25.783359707429998,-2.2399327274300003,-6.81886022315,0.0,0.0,True,RG
-1.5741090904,1.2667107757399996,25.78316021324,-2.2399724133199985,-6.818959828340001,0.0,0.0,True,RG
-1.5748777619,1.2666746809099994,25.782960713809995,-2.2400121003200004,-6.819059433270001,0.0,0.0,True,RG
-1.5756464318,1.2666385831300007,25.78276121023,-2.2400517875300006,-6.81915903845,0.0,0.0,True,RG
-1.5764151002,1.2666024853100013,25.782561700709994,-2.2400914748600007,-6.819258643469999,0.0,0.0,True,RG
-1.5771837671,1.2665663856299987,25.78236218713,-2.24013116341,-6.8193582486499995,0.0,0.0,True,RG
-1.5779524325,1.2665302841099995,25.78216266941,-2.240170853070001,-6.81945785387,0.0,0.0,True,RG
-1.5787210964,1.2664941814300001,25.78196314573,-2.2402105430599994,-6.8195574591499994,0.0,0.0,True,RG
-1.5794897588,1.266458077809999,25.781763618009993,-2.2402502341599995,-6.81965706437,0.0,0.0,True,RG
-1.5802584197,1.2664219723399994,25.78156408524,-2.240289925479998,-6.819756669839999,0.0,0.0,True,RG
-1.5810270791,1.2663858658200016,25.78136454842,-2.2403296180200014,-6.81985627516,0.0,0.0,True,RG
-1.581795737,1.2663497584499994,25.781165006349998,-2.240369311779998,-6.81995588043,0.0,0.0,True,RG
-1.5825643934,1.266313649030001,25.78096545943,-2.2404090056499992,-6.820055486049999,0.0,0.0,True,RG
-1.5833330483,1.266277537669999,25.780765907369997,-2.24044869974,-6.82015509151,0.0,0.0,True,RG
-1.5841017016,1.2662414264500006,25.78056635125,-2.240488394949999,-6.820254696929999,0.0,0.0,True,RG
-1.5848703535,1.2662053121899997,25.780366790089996,-2.2405280914800003,-6.820354302590001,0.0,0.0,True,RG
-1.5856390039,1.2661691978800007,25.780167223979998,-2.2405677880199995,-6.8204539081,0.0,0.0,True,RG
-1.5864076527,1.2661330818199996,25.779967653719996,-2.2406074859800014,-6.820553513659999,0.0,0.0,True,RG
-1.5871763001,1.2660969636100003,25.779768078209997,-2.240647184959999,-6.820653119270001,0.0,0.0,True,RG
-1.5879449459,1.266060845559999,25.779568497960003,-2.2406868831500004,-6.820752725019999,0.0,0.0,True,RG
-1.5887135903,1.2660247246500014,25.77936891355,-2.2407265835700003,-6.82085233073,0.0,0.0,True,RG
-1.5894822331,1.2659886035999994,25.779169324,-2.2407662841900002,-6.82095193648,0.0,0.0,True,RG
-1.5902508744,1.2659524805999998,25.778969729399996,-2.24080598594,-6.821051542279999,0.0,0.0,True,RG
-1.5910195142,1.2659163557500013,25.77877012975,-2.2408456879,-6.82115114803,0.0,0.0,True,RG
-1.5917881526,1.2658802308599997,25.77857052616,-2.2408853909800004,-6.82125075392,0.0,0.0,True,RG
-1.5925567894,1.2658441031099987,25.77837091741,-2.2409250943800005,-6.82135035977,0.0,0.0,True,RG
-1.5933254247,1.26580797532,25.778171303619995,-2.240964798889999,-6.82144996576,0.0,0.0,True,RG
-1.5940940585,1.2657718456800013,25.77797168588,-2.2410045036199997,-6.8215495718,0.0,0.0,True,RG
-1.5948626908,1.2657357138900003,25.777772062889998,-2.24104420957,-6.82164917769,0.0,0.0,True,RG
-1.5956313215,1.265699581360001,25.777572435059998,-2.2410839166300005,-6.82174878362,0.0,0.0,True,RG
-1.5963999508,1.26566344767,25.777372802969996,-2.2411236240099996,-6.82184838981,0.0,0.0,True,RG
-1.5971685786,1.2656273123400004,25.777173164939995,-2.24116333151,-6.8219479959400005,0.0,0.0,True,RG
-1.5979372048,1.2655911758599987,25.77697352375999,-2.2412030411299995,-6.82204760202,0.0,0.0,True,RG
-1.5987058296,1.265555038329999,25.77677387663,-2.2412427499600005,-6.8221472082500005,0.0,0.0,True,RG
-1.5994744528,1.2655188989599986,25.77657422546,-2.2412824611,-6.822246814320001,0.0,0.0,True,RG
-1.6002430746,1.2654827576299983,25.776374569229997,-2.2413221722699994,-6.82234642065,0.0,0.0,True,RG
-1.6010116948,1.2654466162599998,25.77617490776,-2.2413618836599984,-6.822446026919999,0.0,0.0,True,RG
-1.6017803135,1.2654104730399993,25.775975242439998,-2.2414015963600002,-6.822545633239999,0.0,0.0,True,RG
-1.6025489307,1.2653743277699987,25.775775571969994,-2.2414413100699995,-6.82264523961,0.0,0.0,True,RG
-1.6033175464,1.2653381816599993,25.775575896359996,-2.2414810240999996,-6.82274484592,0.0,0.0,True,RG
-1.6040861606,1.2653020346000003,25.775376215899996,-2.2415207392499994,-6.822844452479999,0.0,0.0,True,RG
-1.6048547733,1.2652658853899992,25.77517653139,-2.241560454709999,-6.822944058889999,0.0,0.0,True,RG
-1.6056233845,1.2652297354299995,25.774976841629993,-2.241600171200001,-6.823043665349999,0.0,0.0,True,RG
-1.6063919942,1.2651935833299999,25.774777147930003,-2.2416398878899995,-6.823143271850001,0.0,0.0,True,RG
-1.6071606024,1.2651574303800002,25.774577448180004,-2.2416796059,-6.8232428785,0.0,0.0,True,RG
-1.607929209,1.2651212755799999,25.774377744280002,-2.24171932503,-6.8233424849999995,0.0,0.0,True,RG
-1.6086978142,1.2650851208299998,25.774178036329996,-2.2417590442800006,-6.823442091649999,0.0,0.0,True,RG
