background_input/bI_definition/backgrndI_strengths,E3b,PV3b,SST3b,VIP3b,thalE,thalI,stability,bifurcation
-0.021550606648,1.3368146472292999,26.176023474529295,-2.1614309092207,-6.6182297648507,0.0,0.0,True,RG
-0.022322103893,1.336781144553999,26.175833065354002,-2.161469169196001,-6.618329295726,0.0,0.0,True,RG
-0.023093599831,1.336747640470401,26.175642652170403,-2.1615074294495997,-6.618428826609601,0.0,0.0,True,RG
-0.023865094464,1.3367141345785993,26.175452234878602,-2.1615456899914003,-6.6185283577014,0.0,0.0,True,RG
-0.02463658779,1.3366806273787013,26.1752618122787,-2.1615839508013006,-6.618627888601299,0.0,0.0,True,RG
-0.02540807981,1.3366471194704992,26.175071386670496,-2.1616222128994997,-6.6187274196095,0.0,0.0,True,RG
-0.026179570525,1.3366136101542994,26.174880955854306,-2.1616604761856992,-6.618826950625701,0.0,0.0,True,RG
-0.026951059932,1.3365801003299005,26.1746905219299,-2.1616987398401,-6.6189264817501,0.0,0.0,True,RG
-0.027722548034,1.3365465887974985,26.174500082797493,-2.1617370035824996,-6.619026012982499,0.0,0.0,True,RG
-0.028494034829,1.3365130758569996,26.174309639656997,-2.1617752688029994,-6.619125544123,0.0,0.0,True,RG
-0.029265520317,1.3364795614085008,26.174119192308495,-2.1618135341015003,-6.619225075371499,0.0,0.0,True,RG
-0.030037004499,1.3364460462520014,26.173928740752,-2.161851799778,-6.619324606527999,0.0,0.0,True,RG
-0.030808487373,1.3364125296876002,26.173738284087598,-2.1618900666424,-6.6194241379924,0.0,0.0,True,RG
-0.031579968941,1.336379012615201,26.1735478243152,-2.161928333884799,-6.619523669264799,0.0,0.0,True,RG
-0.032351449202,1.3363454938348016,26.1733573593348,-2.161966602305199,-6.619623200545201,0.0,0.0,True,RG
-0.033122928156,1.3363119726466,26.173166890246602,-2.1620048709034005,-6.6197227320334004,0.0,0.0,True,RG
-0.033894405803,1.3362784519509998,26.172976417151,-2.162043139889001,-6.619822263429001,0.0,0.0,True,RG
-0.034665882143,1.3362449286470002,26.172785939847,-2.1620814101529993,-6.619921795032999,0.0,0.0,True,RG
-0.035437357175,1.3362114048349982,26.172595458235,-2.1621196815949992,-6.620021326445,0.0,0.0,True,RG
