E3b/RPO_E3b/v,E3b/RPO_PV3b/v,E3b/RPO_SST3b/v,E3b/RPO_VIP3b/v,E3b/RPO_thalE/v,E3b/RPO_thalI/v,E3b/RPO_bI/v,PV3b/RPO_E3b/v,PV3b/RPO_PV3b/v,PV3b/RPO_SST3b/v,PV3b/RPO_VIP3b/v,PV3b/RPO_thalE/v,PV3b/RPO_thalI/v,PV3b/RPO_bI/v,SST3b/RPO_E3b/v,SST3b/RPO_PV3b/v,SST3b/RPO_SST3b/v,SST3b/RPO_VIP3b/v,SST3b/RPO_thalE/v,SST3b/RPO_thalI/v,SST3b/RPO_bI/v,VIP3b/RPO_E3b/v,VIP3b/RPO_PV3b/v,VIP3b/RPO_SST3b/v,VIP3b/RPO_VIP3b/v,VIP3b/RPO_thalE/v,VIP3b/RPO_thalI/v,VIP3b/RPO_bI/v,thalE/RPO_E3b/v,thalE/RPO_PV3b/v,thalE/RPO_SST3b/v,thalE/RPO_VIP3b/v,thalE/RPO_thalE/v,thalE/RPO_thalI/v,thalE/RPO_Iext/v,thalI/RPO_E3b/v,thalI/RPO_PV3b/v,thalI/RPO_SST3b/v,thalI/RPO_VIP3b/v,thalI/RPO_thalE/v,thalI/RPO_thalI/v
16.12358558166454,-10.30597610838368,-3.126357359232878,-1.6257475909926609,0.32163929895760046,0.0,0.0,38.14595464767131,-7.692902491006825,-3.333682993863219,-1.1950261356671377,0.32163929895760046,0.0,0.0,10.446123457470554,-9.050272930682329,-0.6412449919690117,-2.9153524721783706,0.03965959296641189,0.0,0.0,6.092094652966655,-5.357225699511561,-5.127007988149928,-2.199472402989354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.335053817295197e-85,0.0,0.0,0.0,0.0,0.0,0.0
